index,neighbourhood,type of crime,lat,long,x,y
34386,Parkrose Heights,Identity Theft,45.53633661,-122.5560726,7675314,688339
34387,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.5362488,-122.5560733,7675313,688307
34388,Parkrose Heights,Theft From Motor Vehicle,45.53764295,-122.5560496,7675332,688815
34389,Parkrose Heights,Vandalism,45.54019818,-122.5553809,7675527,689742
34390,Parkrose Heights,Counterfeiting/Forgery,45.53357115,-122.5549965,7675564,687324
34391,Parkrose Heights,All Other Larceny,45.53357115,-122.5549965,7675564,687324
34392,Parkrose Heights,Counterfeiting/Forgery,45.53357115,-122.5549965,7675564,687324
34393,Parkrose Heights,Identity Theft,45.53357115,-122.5549965,7675564,687324
34394,Parkrose Heights,All Other Larceny,45.53357115,-122.5549965,7675564,687324
34395,Parkrose Heights,Vandalism,45.53357115,-122.5549965,7675564,687324
34396,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.53357115,-122.5549965,7675564,687324
34397,Parkrose Heights,Motor Vehicle Theft,45.53943427,-122.5552947,7675542,689463
34398,Parkrose Heights,Vandalism,45.53421609,-122.5549847,7675573,687559
34399,Parkrose Heights,Burglary,45.53356123,-122.5540163,7675815,687314
34400,Parkrose Heights,Vandalism,45.53356123,-122.5540163,7675815,687314
34401,Parkrose Heights,Vandalism,45.53356123,-122.5540163,7675815,687314
34402,Parkrose Heights,Weapons Law Violations,45.54674896,-122.5535838,7676048,692118
34403,Parkrose Heights,Vandalism,45.54224767,-122.5543033,7675822,690482
34404,Parkrose Heights,Burglary,45.54131667,-122.5543555,7675800,690143
34405,Parkrose Heights,Vandalism,45.53943426,-122.554221,7675817,689456
34406,Parkrose Heights,Theft From Motor Vehicle,45.53688167,-122.553668,7675935,688522
34407,Parkrose Heights,Vandalism,45.54215238,-122.5531872,7676107,690440
34408,Parkrose Heights,All Other Larceny,45.54451319,-122.5532648,7676109,691301
34409,Parkrose Heights,Motor Vehicle Theft,45.53747252,-122.5529984,7676112,688733
34410,Parkrose Heights,Theft From Motor Vehicle,45.54020058,-122.5521757,7676348,689722
34411,Parkrose Heights,Arson,45.5335445,-122.5521888,7676283,687296
34412,Parkrose Heights,Motor Vehicle Theft,45.54674363,-122.5518851,7676483,692105
34413,Parkrose Heights,Theft From Motor Vehicle,45.54202391,-122.5520854,7676388,690386
34414,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.54328926,-122.5520531,7676408,690847
34415,Parkrose Heights,Motor Vehicle Theft,45.54451244,-122.5520778,7676413,691293
34416,Parkrose Heights,Motor Vehicle Theft,45.53747047,-122.5520379,7676358,688726
34417,Parkrose Heights,Motor Vehicle Theft,45.53747047,-122.5520379,7676358,688726
34418,Parkrose Heights,Motor Vehicle Theft,45.54020279,-122.5511294,7676616,689716
34419,Parkrose Heights,Vandalism,45.5348797,-122.5511635,7676558,687776
34420,Parkrose Heights,Vandalism,45.53353114,-122.5509391,7676603,687283
34421,Parkrose Heights,Vandalism,45.53619777,-122.5506373,7676705,688253
34422,Parkrose Heights,Vandalism,45.54674164,-122.5509206,7676730,692098
34423,Parkrose Heights,Vandalism,45.54322227,-122.5508872,7676706,690815
34424,Parkrose Heights,Credit Card/ATM Fraud,45.53419624,-122.5511818,7676547,687527
34425,Parkrose Heights,Theft From Building,45.53419624,-122.5511818,7676547,687527
34426,Parkrose Heights,Motor Vehicle Theft,45.54011097,-122.5502789,7676833,689677
34427,Parkrose Heights,All Other Larceny,45.53487562,-122.5503162,7676775,687769
34428,Parkrose Heights,All Other Larceny,45.54565125,-122.5500652,7676939,691695
34429,Parkrose Heights,Theft From Motor Vehicle,45.53352265,-122.549877,7676875,687273
34430,Parkrose Heights,False Pretenses/Swindle/Confidence Game,45.54210956,-122.5502066,7676870,690405
34431,Parkrose Heights,Counterfeiting/Forgery,45.54322303,-122.5496144,7677032,690807
34432,Parkrose Heights,Burglary,45.54331083,-122.5496136,7677033,690839
34433,Parkrose Heights,Theft From Motor Vehicle,45.53410167,-122.5503312,7676764,687487
34434,Parkrose Heights,Robbery,45.53351719,-122.54926,7677033,687267
34435,Parkrose Heights,Burglary,45.53351719,-122.54926,7677033,687267
34436,Parkrose Heights,Burglary,45.53351719,-122.54926,7677033,687267
34437,Parkrose Heights,Motor Vehicle Theft,45.53619029,-122.5493643,7677031,688242
34438,Parkrose Heights,All Other Larceny,45.53686359,-122.549455,7677014,688488
34439,Parkrose Heights,Theft From Motor Vehicle,45.5340949,-122.54948,7676982,687479
34440,Parkrose Heights,Motor Vehicle Theft,45.53351193,-122.5478623,7677391,687256
34441,Parkrose Heights,Motor Vehicle Theft,45.53351193,-122.5478623,7677391,687256
34442,Parkrose Heights,Burglary,45.53351193,-122.5478623,7677391,687256
34443,Parkrose Heights,Vandalism,45.53351193,-122.5478623,7677391,687256
34444,Parkrose Heights,Theft From Building,45.53351193,-122.5478623,7677391,687256
34445,Parkrose Heights,Theft From Motor Vehicle,45.53351193,-122.5478623,7677391,687256
34446,Parkrose Heights,Motor Vehicle Theft,45.54211216,-122.5483678,7677341,690394
34447,Parkrose Heights,Arson,45.53944379,-122.5483067,7677332,689421
34448,Parkrose Heights,Theft From Motor Vehicle,45.53953159,-122.5483059,7677333,689453
34449,Parkrose Heights,All Other Larceny,45.53712236,-122.5483283,7677305,688575
34450,Parkrose Heights,Motor Vehicle Theft,45.53418082,-122.5480465,7677350,687501
34451,Parkrose Heights,Motor Vehicle Theft,45.53418082,-122.5480465,7677350,687501
34452,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.53418082,-122.5480465,7677350,687501
34453,Parkrose Heights,All Other Larceny,45.53409301,-122.5480472,7677349,687469
34454,Parkrose Heights,Burglary,45.54678266,-122.54708,7677714,692088
34455,Parkrose Heights,Motor Vehicle Theft,45.54331404,-122.546662,7677789,690821
34456,Parkrose Heights,Theft From Motor Vehicle,45.5408796,-122.5474839,7677556,689939
34457,Parkrose Heights,Motor Vehicle Theft,45.53944052,-122.5471041,7677640,689412
34458,Parkrose Heights,Motor Vehicle Theft,45.54442462,-122.547155,7677673,691229
34459,Parkrose Heights,Burglary,45.53846485,-122.5473539,7677567,689058
34460,Parkrose Heights,All Other Larceny,45.53390517,-122.5467327,7677684,687392
34461,Parkrose Heights,Theft From Motor Vehicle,45.53390517,-122.5467327,7677684,687392
34462,Parkrose Heights,Vandalism,45.53390517,-122.5467327,7677684,687392
34463,Parkrose Heights,Theft From Motor Vehicle,45.53390517,-122.5467327,7677684,687392
34464,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.53390517,-122.5467327,7677684,687392
34465,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.53390517,-122.5467327,7677684,687392
34466,Parkrose Heights,Burglary,45.54669612,-122.5460851,7677968,692050
34467,Parkrose Heights,Motor Vehicle Theft,45.53535905,-122.5462815,7677813,687919
34468,Parkrose Heights,Burglary,45.54554569,-122.5450558,7678221,691624
34469,Parkrose Heights,Motor Vehicle Theft,45.53356808,-122.5442456,7678318,687253
34470,Parkrose Heights,Burglary,45.53356808,-122.5442456,7678318,687253
34471,Parkrose Heights,Motor Vehicle Theft,45.54331423,-122.5449558,7678226,690810
34472,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.53953126,-122.5450889,7678157,689432
34473,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.53713338,-122.5449362,7678174,688557
34474,Parkrose Heights,All Other Larceny,45.53713338,-122.5449362,7678174,688557
34475,Parkrose Heights,Motor Vehicle Theft,45.53713338,-122.5449362,7678174,688557
34476,Parkrose Heights,Burglary,45.53356835,-122.5429964,7678638,687245
34477,Parkrose Heights,Vandalism,45.5458957,-122.5420345,7678998,691732
34478,Parkrose Heights,Credit Card/ATM Fraud,45.53944519,-122.5420602,7678932,689381
34479,Parkrose Heights,Vandalism,45.53944519,-122.5420602,7678932,689381
34480,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.54302147,-122.5416696,7679065,690682
34481,Parkrose Heights,All Other Larceny,45.54049811,-122.5410127,7679210,689758
34482,Parkrose Heights,Simple Assault,45.53788311,-122.5410358,7679180,688805
34483,Parkrose Heights,Simple Assault,45.53788311,-122.5410358,7679180,688805
34484,Parkrose Heights,Simple Assault,45.53788311,-122.5410358,7679180,688805
34485,Parkrose Heights,Vandalism,45.5335771,-122.541732,7678962,687240
34486,Parkrose Heights,Shoplifting,45.5335771,-122.541732,7678962,687240
34487,Parkrose Heights,Simple Assault,45.54135039,-122.5410668,7679204,690069
34488,Parkrose Heights,Shoplifting,45.53359035,-122.5405223,7679272,687237
34489,Parkrose Heights,Vandalism,45.54219755,-122.5406365,7679322,690375
34490,Parkrose Heights,All Other Larceny,45.54365585,-122.5402438,7679436,690904
34491,Parkrose Heights,Theft From Motor Vehicle,45.54288057,-122.5400247,7679485,690620
34492,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.53789667,-122.5391897,7679653,688798
34493,Parkrose Heights,Vandalism,45.53360309,-122.5390315,7679654,687232
34494,Parkrose Heights,Vandalism,45.53360309,-122.5390315,7679654,687232
34495,Parkrose Heights,Vandalism,45.53634067,-122.5389035,7679712,688229
34496,Parkrose Heights,Credit Card/ATM Fraud,45.54452102,-122.5391075,7679735,691212
34497,Parkrose Heights,Vandalism,45.53361422,-122.5380951,7679894,687230
34498,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.53361422,-122.5380951,7679894,687230
34499,Parkrose Heights,Vandalism,45.53361422,-122.5380951,7679894,687230
34500,Parkrose Heights,Vandalism,45.53626629,-122.5381473,7679905,688197
34501,Parkrose Heights,Motor Vehicle Theft,45.53717087,-122.5381915,7679902,688527
34502,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.5465242,-122.5381565,7679997,691936
34503,Parkrose Heights,Motor Vehicle Theft,45.54361494,-122.5591552,7674592,691012
34504,Parkrose Heights,Theft From Motor Vehicle,45.53958378,-122.5598171,7674385,689547
34505,Parkrose Heights,Intimidation,45.54414894,-122.5578315,7674936,691198
34506,Parkrose Heights,Weapons Law Violations,45.53947426,-122.5579665,7674858,689495
34507,Parkrose Heights,Drug/Narcotic Violations,45.53893364,-122.5579743,7674851,689298
34508,Parkrose Heights,Motor Vehicle Theft,45.53769598,-122.5579918,7674835,688847
34509,Parkrose Heights,Vandalism,45.53412572,-122.558042,7674789,687546
34510,Parkrose Heights,Motor Vehicle Theft,45.53483935,-122.5515798,7676451,687764
34511,Parkrose Heights,Aggravated Assault,45.53550047,-122.5515841,7676456,688005
34512,Parkrose Heights,Theft From Motor Vehicle,45.53347132,-122.5490632,7677083,687249
34513,Parkrose Heights,Aggravated Assault,45.53347132,-122.5490632,7677083,687249
34514,Parkrose Heights,Vandalism,45.53347132,-122.5490632,7677083,687249
34515,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.53949152,-122.549015,7677151,689443
34516,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.53716454,-122.5490403,7677123,688595
34517,Parkrose Heights,Theft From Motor Vehicle,45.53346811,-122.5470878,7677589,687235
34518,Parkrose Heights,Weapons Law Violations,45.54130704,-122.54258,7678816,690063
34519,Parkrose Heights,Motor Vehicle Theft,45.53415588,-122.551598,7676440,687515
34520,Pearl,Simple Assault,45.52338004,-122.6784022,7643852,684438
34521,Pearl,Simple Assault,45.52338004,-122.6784022,7643852,684438
34522,Pearl,Simple Assault,45.52338004,-122.6784022,7643852,684438
34523,Pearl,Motor Vehicle Theft,45.52338004,-122.6784022,7643852,684438
34524,Pearl,Motor Vehicle Theft,45.52338004,-122.6784022,7643852,684438
34525,Pearl,Simple Assault,45.52338004,-122.6784022,7643852,684438
34526,Pearl,Burglary,45.52338004,-122.6784022,7643852,684438
34527,Pearl,Identity Theft,45.52338004,-122.6784022,7643852,684438
34528,Pearl,Theft of Motor Vehicle Parts or Accessories,45.52338004,-122.6784022,7643852,684438
34529,Pearl,All Other Larceny,45.52338004,-122.6784022,7643852,684438
34530,Pearl,Burglary,45.52335446,-122.6800405,7643432,684440
34531,Pearl,Motor Vehicle Theft,45.52335209,-122.6801653,7643400,684440
34532,Pearl,Motor Vehicle Theft,45.52335209,-122.6801653,7643400,684440
34533,Pearl,Theft From Motor Vehicle,45.52335209,-122.6801653,7643400,684440
34534,Pearl,Vandalism,45.52335209,-122.6801653,7643400,684440
34535,Pearl,Theft From Building,45.52335446,-122.6800405,7643432,684440
34536,Pearl,Vandalism,45.52335446,-122.6800405,7643432,684440
34537,Pearl,Theft From Motor Vehicle,45.52335209,-122.6801653,7643400,684440
34538,Pearl,Theft From Motor Vehicle,45.52335209,-122.6801653,7643400,684440
34539,Pearl,Theft From Motor Vehicle,45.52335209,-122.6801653,7643400,684440
34540,Pearl,Vandalism,45.52335209,-122.6801653,7643400,684440
34541,Pearl,Vandalism,45.52335446,-122.6800405,7643432,684440
34542,Pearl,Vandalism,45.52335209,-122.6801653,7643400,684440
34543,Pearl,Vandalism,45.52335209,-122.6801653,7643400,684440
34544,Pearl,Theft From Motor Vehicle,45.52335446,-122.6800405,7643432,684440
34545,Pearl,Vandalism,45.52335209,-122.6801653,7643400,684440
34546,Pearl,Burglary,45.52333773,-122.6810664,7643169,684441
34547,Pearl,Vandalism,45.52333773,-122.6810664,7643169,684441
34548,Pearl,Burglary,45.52333773,-122.6810664,7643169,684441
34549,Pearl,Burglary,45.52333773,-122.6810664,7643169,684441
34550,Pearl,Vandalism,45.52333773,-122.6810664,7643169,684441
34551,Pearl,Motor Vehicle Theft,45.52328313,-122.6842298,7642358,684443
34552,Pearl,Burglary,45.52328313,-122.6842298,7642358,684443
34553,Pearl,Motor Vehicle Theft,45.52328313,-122.6842298,7642358,684443
34554,Pearl,Vandalism,45.52325555,-122.685103,7642134,684439
34555,Pearl,All Other Larceny,45.52339712,-122.6775012,7644083,684438
34556,Pearl,Motor Vehicle Theft,45.5233714,-122.6791473,7643661,684440
34557,Pearl,Credit Card/ATM Fraud,45.5233714,-122.6791473,7643661,684440
34558,Pearl,Identity Theft,45.5233714,-122.6791473,7643661,684440
34559,Pearl,Theft From Motor Vehicle,45.5233714,-122.6791473,7643661,684440
34560,Pearl,Vandalism,45.5233714,-122.6791473,7643661,684440
34561,Pearl,Vandalism,45.5233714,-122.6791473,7643661,684440
34562,Pearl,Burglary,45.5233714,-122.6791473,7643661,684440
34563,Pearl,Identity Theft,45.5233714,-122.6791473,7643661,684440
34564,Pearl,Vandalism,45.5233714,-122.6791473,7643661,684440
34565,Pearl,Simple Assault,45.52408739,-122.6784293,7643852,684696
34566,Pearl,Motor Vehicle Theft,45.52406492,-122.6801927,7643400,684700
34567,Pearl,Motor Vehicle Theft,45.52406492,-122.6801927,7643400,684700
34568,Pearl,Theft From Motor Vehicle,45.52406729,-122.6800679,7643432,684700
34569,Pearl,Theft From Motor Vehicle,45.52406492,-122.6801927,7643400,684700
34570,Pearl,Theft From Motor Vehicle,45.52406492,-122.6801927,7643400,684700
34571,Pearl,Theft From Motor Vehicle,45.52406729,-122.6800679,7643432,684700
34572,Pearl,Theft From Motor Vehicle,45.52406492,-122.6801927,7643400,684700
34573,Pearl,Theft From Motor Vehicle,45.52406492,-122.6801927,7643400,684700
34574,Pearl,Vandalism,45.52406492,-122.6801927,7643400,684700
34575,Pearl,Vandalism,45.52406492,-122.6801927,7643400,684700
34576,Pearl,Vandalism,45.52406492,-122.6801927,7643400,684700
34577,Pearl,Theft From Motor Vehicle,45.52406492,-122.6801927,7643400,684700
34578,Pearl,Vandalism,45.52406492,-122.6801927,7643400,684700
34579,Pearl,Burglary,45.52404797,-122.6810859,7643171,684700
34580,Pearl,Vandalism,45.52404797,-122.6810859,7643171,684700
34581,Pearl,Theft From Motor Vehicle,45.52404797,-122.6810859,7643171,684700
34582,Pearl,Theft From Motor Vehicle,45.52404797,-122.6810859,7643171,684700
34583,Pearl,Theft From Motor Vehicle,45.52403161,-122.6820923,7642913,684701
34584,Pearl,Motor Vehicle Theft,45.52401257,-122.6832391,7642619,684702
34585,Pearl,Theft From Motor Vehicle,45.52401257,-122.6832391,7642619,684702
34586,Pearl,Burglary,45.52401257,-122.6832391,7642619,684702
34587,Pearl,Theft of Motor Vehicle Parts or Accessories,45.52401494,-122.6831143,7642651,684702
34588,Pearl,Theft From Motor Vehicle,45.52401257,-122.6832391,7642619,684702
34589,Pearl,Theft of Motor Vehicle Parts or Accessories,45.52401494,-122.6831143,7642651,684702
34590,Pearl,Theft From Motor Vehicle,45.52401257,-122.6832391,7642619,684702
34591,Pearl,Vandalism,45.52401494,-122.6831143,7642651,684702
34592,Pearl,All Other Larceny,45.52401257,-122.6832391,7642619,684702
34593,Pearl,Vandalism,45.52401257,-122.6832391,7642619,684702
34594,Pearl,Theft From Building,45.52401257,-122.6832391,7642619,684702
34595,Pearl,Intimidation,45.52399322,-122.6842571,7642358,684702
34596,Pearl,Theft From Motor Vehicle,45.52399322,-122.6842571,7642358,684702
34597,Pearl,Theft From Building,45.52399322,-122.6842571,7642358,684702
34598,Pearl,Vandalism,45.52399285,-122.6841322,7642390,684701
34599,Pearl,Theft From Motor Vehicle,45.52397409,-122.685119,7642137,684701
34600,Pearl,Theft From Motor Vehicle,45.52408142,-122.6791785,7643660,684699
34601,Pearl,Theft From Motor Vehicle,45.52408142,-122.6791785,7643660,684699
34602,Pearl,Drug/Narcotic Violations,45.52480312,-122.678449,7643854,684957
34603,Pearl,Motor Vehicle Theft,45.5247802,-122.6800913,7643433,684960
34604,Pearl,Theft From Motor Vehicle,45.52475851,-122.6812342,7643140,684960
34605,Pearl,Motor Vehicle Theft,45.52475851,-122.6812342,7643140,684960
34606,Pearl,Vandalism,45.52475851,-122.6812342,7643140,684960
34607,Pearl,Identity Theft,45.52475851,-122.6812342,7643140,684960
34608,Pearl,Vandalism,45.52475851,-122.6812342,7643140,684960
34609,Pearl,Theft From Motor Vehicle,45.52475851,-122.6812342,7643140,684960
34610,Pearl,All Other Larceny,45.52475851,-122.6812342,7643140,684960
34611,Pearl,Vandalism,45.52475851,-122.6812342,7643140,684960
34612,Pearl,Vandalism,45.5247417,-122.6821196,7642913,684960
34613,Pearl,Theft From Motor Vehicle,45.5247417,-122.6821196,7642913,684960
34614,Pearl,Burglary,45.52470591,-122.6841479,7642393,684961
34615,Pearl,Theft From Motor Vehicle,45.52470591,-122.6841479,7642393,684961
34616,Pearl,All Other Larceny,45.52466186,-122.6861759,7641873,684959
34617,Pearl,Identity Theft,45.52466186,-122.6861759,7641873,684959
34618,Pearl,Vandalism,45.52466186,-122.6861759,7641873,684959
34619,Pearl,Shoplifting,45.52482531,-122.6775677,7644080,684959
34620,Pearl,Drug/Narcotic Violations,45.52552144,-122.6784765,7643854,685219
34621,Pearl,Motor Vehicle Theft,45.52552144,-122.6784765,7643854,685219
34622,Pearl,All Other Larceny,45.52552144,-122.6784765,7643854,685219
34623,Pearl,Theft From Motor Vehicle,45.52552144,-122.6784765,7643854,685219
34624,Pearl,Theft From Motor Vehicle,45.52552144,-122.6784765,7643854,685219
