index,neighbourhood,type of crime,lat,long,x,y
16744,Goose Hollow,Vandalism,45.52130578,-122.7001483,7638260,683833
16745,Goose Hollow,Motor Vehicle Theft,45.52129909,-122.6982044,7638758,683817
16746,Goose Hollow,Vandalism,45.51910682,-122.6872812,7641535,682942
16747,Goose Hollow,Drug/Narcotic Violations,45.5200146,-122.6914767,7640469,683302
16748,Goose Hollow,Theft of Motor Vehicle Parts or Accessories,45.51992376,-122.6968085,7639102,683306
16749,Goose Hollow,Vandalism,45.51992376,-122.6968085,7639102,683306
16750,Goose Hollow,Theft of Motor Vehicle Parts or Accessories,45.51992376,-122.6968085,7639102,683306
16751,Goose Hollow,Motor Vehicle Theft,45.52129571,-122.696803,7639117,683806
16752,Goose Hollow,Vandalism,45.52129571,-122.696803,7639117,683806
16753,Goose Hollow,Vandalism,45.519842,-122.6982143,7638741,683286
16754,Goose Hollow,Motor Vehicle Theft,45.52227774,-122.6933673,7640007,684140
16755,Goose Hollow,Aggravated Assault,45.52257645,-122.6953967,7639490,684263
16756,Goose Hollow,Weapons Law Violations,45.52257645,-122.6953967,7639490,684263
16757,Goose Hollow,Arson,45.52288487,-122.6865602,7641757,684314
16758,Goose Hollow,Theft From Motor Vehicle,45.52296597,-122.6892175,7641077,684362
16759,Goose Hollow,Aggravated Assault,45.52333996,-122.6967924,7639140,684551
16760,Grant Park,Motor Vehicle Theft,45.53547234,-122.6390575,7654049,688576
16761,Grant Park,Motor Vehicle Theft,45.53547172,-122.6382064,7654267,688570
16762,Grant Park,Robbery,45.53546797,-122.6307263,7656183,688518
16763,Grant Park,Simple Assault,45.53546754,-122.6306014,7656215,688517
16764,Grant Park,Burglary,45.53546754,-122.6306014,7656215,688517
16765,Grant Park,Aggravated Assault,45.53611155,-122.6333037,7655529,688770
16766,Grant Park,Shoplifting,45.5361127,-122.6307271,7656189,688753
16767,Grant Park,Simple Assault,45.5361127,-122.6307271,7656189,688753
16768,Grant Park,Credit Card/ATM Fraud,45.5361127,-122.6307271,7656189,688753
16769,Grant Park,Shoplifting,45.5361127,-122.6307271,7656189,688753
16770,Grant Park,False Pretenses/Swindle/Confidence Game,45.5361127,-122.6307271,7656189,688753
16771,Grant Park,False Pretenses/Swindle/Confidence Game,45.53612985,-122.6259493,7657413,688727
16772,Grant Park,Theft From Motor Vehicle,45.53667408,-122.6390559,7654061,689014
16773,Grant Park,Vandalism,45.53667346,-122.6382048,7654279,689008
16774,Grant Park,Motor Vehicle Theft,45.53675813,-122.6259494,7657419,688956
16775,Grant Park,Theft From Motor Vehicle,45.53717069,-122.6390551,7654066,689195
16776,Grant Park,Theft From Motor Vehicle,45.53696639,-122.6367635,7654651,689105
16777,Grant Park,All Other Larceny,45.53696639,-122.6367635,7654651,689105
16778,Grant Park,Motor Vehicle Theft,45.5369902,-122.6306039,7656229,689072
16779,Grant Park,Vandalism,45.53779631,-122.6390514,7654073,689423
16780,Grant Park,Motor Vehicle Theft,45.53779519,-122.6380792,7654322,689416
16781,Grant Park,Motor Vehicle Theft,45.53808837,-122.6249334,7657692,689434
16782,Grant Park,Theft From Motor Vehicle,45.5380888,-122.6250583,7657660,689435
16783,Grant Park,Vandalism,45.53808836,-122.6240432,7657920,689428
16784,Grant Park,Theft From Motor Vehicle,45.53808643,-122.6199868,7658959,689400
16785,Grant Park,Burglary,45.53808784,-122.6230321,7658179,689421
16786,Grant Park,Theft From Motor Vehicle,45.53857442,-122.6380773,7654330,689700
16787,Grant Park,Theft From Motor Vehicle,45.53838171,-122.6366372,7654697,689620
16788,Grant Park,Motor Vehicle Theft,45.53839935,-122.6353925,7655016,689618
16789,Grant Park,Vandalism,45.5383788,-122.6307341,7656209,689579
16790,Grant Park,Motor Vehicle Theft,45.53872517,-122.6259567,7657436,689673
16791,Grant Park,Robbery,45.5387256,-122.6260816,7657404,689674
16792,Grant Park,Theft From Building,45.53872517,-122.6259567,7657436,689673
16793,Grant Park,Theft From Motor Vehicle,45.53872475,-122.6188472,7659257,689625
16794,Grant Park,Vandalism,45.53872475,-122.6188472,7659257,689625
16795,Grant Park,Motor Vehicle Theft,45.53872411,-122.6178399,7659515,689618
16796,Grant Park,Theft of Motor Vehicle Parts or Accessories,45.53872411,-122.6178399,7659515,689618
16797,Grant Park,Simple Assault,45.53846676,-122.6160227,7659978,689512
16798,Grant Park,Vandalism,45.53846676,-122.6160227,7659978,689512
16799,Grant Park,Drug/Narcotic Violations,45.53846676,-122.6160227,7659978,689512
16800,Grant Park,Theft From Motor Vehicle,45.53846676,-122.6160227,7659978,689512
16801,Grant Park,Theft From Motor Vehicle,45.53872716,-122.6230286,7658186,689654
16802,Grant Park,Theft of Motor Vehicle Parts or Accessories,45.5392448,-122.635518,7654992,689927
16803,Grant Park,Theft From Building,45.53925637,-122.6306069,7656250,689898
16804,Grant Park,Motor Vehicle Theft,45.53941947,-122.6250574,7657673,689920
16805,Grant Park,Theft of Motor Vehicle Parts or Accessories,45.53941904,-122.6249324,7657705,689919
16806,Grant Park,Motor Vehicle Theft,45.53941804,-122.622016,7658452,689899
16807,Grant Park,Theft of Motor Vehicle Parts or Accessories,45.5394171,-122.6199858,7658972,689885
16808,Grant Park,Burglary,45.5394159,-122.6179672,7659489,689871
16809,Grant Park,Motor Vehicle Theft,45.53982914,-122.6355204,7654997,690140
16810,Grant Park,Theft From Motor Vehicle,45.53983296,-122.6314719,7656034,690114
16811,Grant Park,Motor Vehicle Theft,45.54019194,-122.61784,7659529,690153
16812,Grant Park,Vandalism,45.54058183,-122.6353223,7655055,690413
16813,Grant Park,Theft From Motor Vehicle,45.54058183,-122.6353223,7655055,690413
16814,Grant Park,Motor Vehicle Theft,45.54062317,-122.6344259,7655285,690422
16815,Grant Park,All Other Larceny,45.54059829,-122.6307393,7656229,690388
16816,Grant Park,Theft of Motor Vehicle Parts or Accessories,45.5413026,-122.6295983,7656528,690637
16817,Grant Park,Identity Theft,45.54095402,-122.6209997,7658727,690452
16818,Grant Park,Theft of Motor Vehicle Parts or Accessories,45.5409531,-122.6198596,7659019,690444
16819,Grant Park,Theft From Motor Vehicle,45.54095305,-122.6189694,7659247,690438
16820,Grant Park,Theft From Motor Vehicle,45.54104793,-122.6178407,7659537,690465
16821,Grant Park,All Other Larceny,45.54103214,-122.6160168,7660004,690447
16822,Grant Park,Burglary,45.54103214,-122.6160168,7660004,690447
16823,Grant Park,Vandalism,45.54103214,-122.6160168,7660004,690447
16824,Grant Park,Vandalism,45.54158005,-122.6306161,7656270,690745
16825,Grant Park,False Pretenses/Swindle/Confidence Game,45.54184574,-122.6296031,7656532,690835
16826,Grant Park,Motor Vehicle Theft,45.54175923,-122.6259766,7657460,690779
16827,Grant Park,Motor Vehicle Theft,45.54172684,-122.6198573,7659027,690726
16828,Grant Park,Motor Vehicle Theft,45.54172684,-122.6198573,7659027,690726
16829,Grant Park,All Other Larceny,45.54172679,-122.6189671,7659255,690720
16830,Grant Park,Identity Theft,45.5417778,-122.6178367,7659545,690731
16831,Grant Park,Theft of Motor Vehicle Parts or Accessories,45.5390004,-122.6386282,7654193,689859
16832,Grant Park,Motor Vehicle Theft,45.54054008,-122.6374212,7654517,690412
16833,Grant Park,Motor Vehicle Theft,45.54054008,-122.6374212,7654517,690412
16834,Grant Park,Burglary,45.53520369,-122.6374233,7654465,688467
16835,Grant Park,Simple Assault,45.53520369,-122.6374233,7654465,688467
16836,Grant Park,Burglary,45.53520369,-122.6374233,7654465,688467
16837,Grant Park,Burglary,45.53520369,-122.6374233,7654465,688467
16838,Grant Park,Burglary,45.53520369,-122.6374233,7654465,688467
16839,Grant Park,Robbery,45.53520369,-122.6374233,7654465,688467
16840,Grant Park,Robbery,45.53520369,-122.6374233,7654465,688467
16841,Grant Park,Shoplifting,45.53520369,-122.6374233,7654465,688467
16842,Grant Park,Vandalism,45.53520369,-122.6374233,7654465,688467
16843,Grant Park,All Other Larceny,45.53567263,-122.6371404,7654542,688636
16844,Grant Park,Motor Vehicle Theft,45.53891316,-122.6374185,7654502,689819
16845,Grant Park,Vandalism,45.54113687,-122.6363115,7654807,690622
16846,Grant Park,Motor Vehicle Theft,45.54199748,-122.6354732,7655030,690930
16847,Grant Park,Burglary,45.53520474,-122.6345618,7655198,688448
16848,Grant Park,Motor Vehicle Theft,45.53520474,-122.6345618,7655198,688448
16849,Grant Park,Theft of Motor Vehicle Parts or Accessories,45.53640374,-122.63456,7655210,688885
16850,Grant Park,Vandalism,45.53640374,-122.63456,7655210,688885
16851,Grant Park,Vandalism,45.53649155,-122.6345594,7655211,688917
16852,Grant Park,Theft of Motor Vehicle Parts or Accessories,45.54199612,-122.6345127,7655276,690923
16853,Grant Park,Vandalism,45.53581932,-122.6336753,7655431,688666
16854,Grant Park,Burglary,45.53520376,-122.6319539,7655866,688430
16855,Grant Park,Theft of Motor Vehicle Parts or Accessories,45.53573335,-122.6319504,7655872,688623
16856,Grant Park,Theft of Motor Vehicle Parts or Accessories,45.53573335,-122.6319504,7655872,688623
16857,Grant Park,Burglary,45.538929,-122.6310983,7656121,689782
16858,Grant Park,Theft From Motor Vehicle,45.53785681,-122.631956,7655891,689397
16859,Grant Park,Theft of Motor Vehicle Parts or Accessories,45.53776893,-122.6319605,7655889,689365
16860,Grant Park,All Other Larceny,45.53776893,-122.6319605,7655889,689365
16861,Grant Park,Vandalism,45.53520241,-122.6301034,7656340,688417
16862,Grant Park,Aggravated Assault,45.53782522,-122.6301082,7656364,689373
16863,Grant Park,Arson,45.53782522,-122.6301082,7656364,689373
16864,Grant Park,Vandalism,45.53782522,-122.6301082,7656364,689373
16865,Grant Park,All Other Larceny,45.54206524,-122.6291584,7656648,690912
16866,Grant Park,Motor Vehicle Theft,45.53573398,-122.6289561,7656639,688603
16867,Grant Park,Motor Vehicle Theft,45.53773673,-122.6289609,7656657,689333
16868,Grant Park,Theft From Building,45.53520126,-122.6272028,7657083,688397
16869,Grant Park,Motor Vehicle Theft,45.54206428,-122.6268392,7657242,690896
16870,Grant Park,Motor Vehicle Theft,45.53582132,-122.6272026,7657089,688623
16871,Grant Park,Vandalism,45.53573351,-122.6272032,7657088,688591
16872,Grant Park,Motor Vehicle Theft,45.53773352,-122.6272079,7657106,689320
16873,Grant Park,Theft of Motor Vehicle Parts or Accessories,45.54206681,-122.6255157,7657581,690888
16874,Grant Park,All Other Larceny,45.53773209,-122.6255057,7657542,689308
16875,Grant Park,Burglary,45.53782083,-122.6214448,7658583,689313
16876,Grant Park,All Other Larceny,45.53908241,-122.62043,7658855,689766
16877,Grant Park,Theft From Motor Vehicle,45.53781924,-122.6184074,7659361,689292
16878,Grant Park,Vandalism,45.53781824,-122.6174196,7659614,689285
16879,Grant Park,Theft of Motor Vehicle Parts or Accessories,45.53787478,-122.6161373,7659943,689297
16880,Grant Park,Shoplifting,45.53815813,-122.6154998,7660109,689396
16881,Grant Park,Robbery,45.53815813,-122.6154998,7660109,689396
16882,Grant Park,Aggravated Assault,45.53815813,-122.6154998,7660109,689396
16883,Grant Park,Robbery,45.53815813,-122.6154998,7660109,689396
16884,Grant Park,Robbery,45.53815813,-122.6154998,7660109,689396
16885,Grant Park,Intimidation,45.53815813,-122.6154998,7660109,689396
16886,Grant Park,All Other Larceny,45.53815813,-122.6154998,7660109,689396
16887,Grant Park,Burglary,45.53815813,-122.6154998,7660109,689396
16888,Grant Park,Vandalism,45.53815813,-122.6154998,7660109,689396
16889,Grant Park,Vandalism,45.53815813,-122.6154998,7660109,689396
16890,Grant Park,Simple Assault,45.53516115,-122.6391199,7654030,688463
16891,Grant Park,Theft From Motor Vehicle,45.53516115,-122.6391199,7654030,688463
16892,Grant Park,Vandalism,45.53516115,-122.6391199,7654030,688463
16893,Grant Park,Theft From Motor Vehicle,45.53516011,-122.6381439,7654280,688456
16894,Grant Park,Credit Card/ATM Fraud,45.53516068,-122.6332406,7655536,688423
16895,Grant Park,Theft From Motor Vehicle,45.53516068,-122.6332406,7655536,688423
16896,Grant Park,Motor Vehicle Theft,45.53577641,-122.6306637,7656202,688630
16897,Grant Park,Theft From Motor Vehicle,45.53577736,-122.6283916,7656784,688615
16898,Grant Park,Burglary,45.53777674,-122.6239808,7657933,689314
16899,Grant Park,Vandalism,45.53903734,-122.6209398,7658724,689753
16900,Grant Park,Vandalism,45.5405733,-122.6199235,7658999,690306
16901,Grant Park,Vandalism,45.53777432,-122.6189093,7659232,689279
16902,Grant Park,Vandalism,45.54057575,-122.6260299,7657435,690348
16903,Grant Park,Weapons Law Violations,45.5351591,-122.630664,7656196,688405
16904,Grant Park,Motor Vehicle Theft,45.53777622,-122.6229697,7658192,689307
16905,Grant Park,Theft From Motor Vehicle,45.54203533,-122.6329914,7655666,690927
16906,Grant Park,Motor Vehicle Theft,45.53777481,-122.6199244,7658972,689286
16907,Grant Park,Motor Vehicle Theft,45.53777481,-122.6199244,7658972,689286
16908,Grant Park,Vandalism,45.53777481,-122.6199244,7658972,689286
16909,Grant Park,Aggravated Assault,45.53777505,-122.6169339,7659738,689266
16910,Hayden Island,Theft From Motor Vehicle,45.61027749,-122.6689077,7647135,716045
16911,Hayden Island,Vandalism,45.60556749,-122.665663,7647919,714306
16912,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.60556749,-122.665663,7647919,714306
16913,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.60556749,-122.665663,7647919,714306
16914,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.60546006,-122.6652484,7648024,714264
16915,Hayden Island,Motor Vehicle Theft,45.61026271,-122.669255,7647046,716042
16916,Hayden Island,Theft From Motor Vehicle,45.61031275,-122.6700935,7646832,716066
16917,Hayden Island,Theft From Motor Vehicle,45.61026271,-122.669255,7647046,716042
16918,Hayden Island,Motor Vehicle Theft,45.61038358,-122.6693925,7647012,716087
16919,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61026271,-122.669255,7647046,716042
16920,Hayden Island,Theft From Motor Vehicle,45.61026271,-122.669255,7647046,716042
16921,Hayden Island,Vandalism,45.60598435,-122.6671291,7647548,714468
16922,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.60598435,-122.6671291,7647548,714468
16923,Hayden Island,Shoplifting,45.60590129,-122.6671689,7647537,714438
16924,Hayden Island,All Other Larceny,45.61022648,-122.6705945,7646703,716038
16925,Hayden Island,Vandalism,45.61022648,-122.6705945,7646703,716038
16926,Hayden Island,Vandalism,45.61022648,-122.6705945,7646703,716038
16927,Hayden Island,Vandalism,45.61046943,-122.6697867,7646912,716121
16928,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61022648,-122.6705945,7646703,716038
16929,Hayden Island,All Other Larceny,45.61046943,-122.6697867,7646912,716121
16930,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.60671294,-122.6693772,7646980,714749
16931,Hayden Island,Credit Card/ATM Fraud,45.60712843,-122.6696042,7646926,714902
16932,Hayden Island,Vandalism,45.60671294,-122.6693772,7646980,714749
16933,Hayden Island,Motor Vehicle Theft,45.60624174,-122.6686126,7647171,714572
16934,Hayden Island,Vandalism,45.60624174,-122.6686126,7647171,714572
16935,Hayden Island,Theft From Motor Vehicle,45.60624174,-122.6686126,7647171,714572
16936,Hayden Island,Vandalism,45.60624174,-122.6686126,7647171,714572
16937,Hayden Island,Vandalism,45.60443793,-122.6628485,7648628,713875
16938,Hayden Island,Theft From Motor Vehicle,45.60443793,-122.6628485,7648628,713875
16939,Hayden Island,Theft From Motor Vehicle,45.60443793,-122.6628485,7648628,713875
16940,Hayden Island,Motor Vehicle Theft,45.61013831,-122.6713416,7646511,716011
16941,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.6101027,-122.6709024,7646623,715995
16942,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61013831,-122.6713416,7646511,716011
16943,Hayden Island,Theft From Motor Vehicle,45.60627563,-122.6688523,7647110,714586
16944,Hayden Island,Motor Vehicle Theft,45.60997573,-122.6719609,7646351,715956
16945,Hayden Island,Vandalism,45.61006309,-122.6719838,7646346,715988
16946,Hayden Island,Motor Vehicle Theft,45.60997573,-122.6719609,7646351,715956
16947,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61086369,-122.6717212,7646421,716278
16948,Hayden Island,Burglary,45.60699857,-122.6719797,7646317,714871
16949,Hayden Island,Theft From Building,45.60699857,-122.6719797,7646317,714871
16950,Hayden Island,Vandalism,45.60699857,-122.6719797,7646317,714871
16951,Hayden Island,Vandalism,45.60630656,-122.6691036,7647046,714599
16952,Hayden Island,Burglary,45.60982854,-122.6732179,7646028,715911
16953,Hayden Island,Vandalism,45.60785178,-122.6734353,7645953,715192
16954,Hayden Island,Theft From Motor Vehicle,45.60633756,-122.6693511,7646983,714612
16955,Hayden Island,Motor Vehicle Theft,45.60430022,-122.659517,7649479,713802
16956,Hayden Island,All Other Larceny,45.60421249,-122.6595136,7649479,713770
16957,Hayden Island,All Other Larceny,45.60430022,-122.659517,7649479,713802
16958,Hayden Island,Theft From Motor Vehicle,45.60430022,-122.659517,7649479,713802
16959,Hayden Island,Burglary,45.60430022,-122.659517,7649479,713802
16960,Hayden Island,All Other Larceny,45.60430022,-122.659517,7649479,713802
16961,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.60430022,-122.659517,7649479,713802
16962,Hayden Island,All Other Larceny,45.60975345,-122.6738522,7645865,715888
16963,Hayden Island,Intimidation,45.6087967,-122.6746833,7645643,715545
16964,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.60883996,-122.6745716,7645672,715560
16965,Hayden Island,False Pretenses/Swindle/Confidence Game,45.60806988,-122.6737993,7645862,715274
16966,Hayden Island,Theft From Building,45.61154348,-122.6736433,7645936,716539
16967,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61145908,-122.6736087,7645944,716508
16968,Hayden Island,Simple Assault,45.61145908,-122.6736087,7645944,716508
16969,Hayden Island,Theft From Motor Vehicle,45.61154348,-122.6736433,7645936,716539
16970,Hayden Island,Theft From Motor Vehicle,45.61145908,-122.6736087,7645944,716508
16971,Hayden Island,Theft From Motor Vehicle,45.61154348,-122.6736433,7645936,716539
16972,Hayden Island,All Other Larceny,45.61154348,-122.6736433,7645936,716539
16973,Hayden Island,Theft From Motor Vehicle,45.61014231,-122.6759233,7645339,716044
16974,Hayden Island,Theft From Motor Vehicle,45.60465919,-122.657932,7649888,713922
16975,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.60465919,-122.657932,7649888,713922
16976,Hayden Island,Motor Vehicle Theft,45.61201804,-122.6762611,7645271,716730
16977,Hayden Island,Motor Vehicle Theft,45.61201804,-122.6762611,7645271,716730
16978,Hayden Island,Motor Vehicle Theft,45.61201804,-122.6762611,7645271,716730
16979,Hayden Island,Motor Vehicle Theft,45.61201804,-122.6762611,7645271,716730
16980,Hayden Island,Motor Vehicle Theft,45.61201804,-122.6762611,7645271,716730
16981,Hayden Island,Simple Assault,45.61201804,-122.6762611,7645271,716730
16982,Hayden Island,All Other Larceny,45.61201804,-122.6762611,7645271,716730
16983,Hayden Island,Motor Vehicle Theft,45.61201804,-122.6762611,7645271,716730
16984,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61201804,-122.6762611,7645271,716730
16985,Hayden Island,Motor Vehicle Theft,45.61201804,-122.6762611,7645271,716730
16986,Hayden Island,Motor Vehicle Theft,45.61201804,-122.6762611,7645271,716730
16987,Hayden Island,Motor Vehicle Theft,45.61201804,-122.6762611,7645271,716730
16988,Hayden Island,Motor Vehicle Theft,45.61201804,-122.6762611,7645271,716730
16989,Hayden Island,Motor Vehicle Theft,45.61201804,-122.6762611,7645271,716730
16990,Hayden Island,Theft From Motor Vehicle,45.61201804,-122.6762611,7645271,716730
16991,Hayden Island,Motor Vehicle Theft,45.61201804,-122.6762611,7645271,716730
16992,Hayden Island,Motor Vehicle Theft,45.61201804,-122.6762611,7645271,716730
16993,Hayden Island,Motor Vehicle Theft,45.61201804,-122.6762611,7645271,716730
16994,Hayden Island,Theft From Motor Vehicle,45.61201804,-122.6762611,7645271,716730
16995,Hayden Island,Motor Vehicle Theft,45.61201804,-122.6762611,7645271,716730
16996,Hayden Island,Motor Vehicle Theft,45.61201804,-122.6762611,7645271,716730
16997,Hayden Island,Theft From Motor Vehicle,45.61201804,-122.6762611,7645271,716730
16998,Hayden Island,Theft From Motor Vehicle,45.61201804,-122.6762611,7645271,716730
16999,Hayden Island,Theft From Motor Vehicle,45.61201804,-122.6762611,7645271,716730
17000,Hayden Island,Theft From Building,45.61201804,-122.6762611,7645271,716730
17001,Hayden Island,Theft From Motor Vehicle,45.61201804,-122.6762611,7645271,716730
17002,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61201804,-122.6762611,7645271,716730
17003,Hayden Island,Theft From Motor Vehicle,45.61201804,-122.6762611,7645271,716730
17004,Hayden Island,Theft From Building,45.61201804,-122.6762611,7645271,716730
17005,Hayden Island,Theft From Motor Vehicle,45.61201804,-122.6762611,7645271,716730
17006,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61201804,-122.6762611,7645271,716730
17007,Hayden Island,Vandalism,45.61201804,-122.6762611,7645271,716730
17008,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61201804,-122.6762611,7645271,716730
17009,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61342037,-122.6787075,7644659,717258
17010,Hayden Island,Motor Vehicle Theft,45.6133425,-122.6787631,7644644,717230
17011,Hayden Island,Motor Vehicle Theft,45.61387308,-122.6803004,7644256,717434
17012,Hayden Island,Aggravated Assault,45.61387308,-122.6803004,7644256,717434
17013,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61387308,-122.6803004,7644256,717434
17014,Hayden Island,Burglary,45.61387308,-122.6803004,7644256,717434
17015,Hayden Island,Motor Vehicle Theft,45.61387308,-122.6803004,7644256,717434
17016,Hayden Island,Vandalism,45.61387308,-122.6803004,7644256,717434
17017,Hayden Island,Motor Vehicle Theft,45.61387308,-122.6803004,7644256,717434
17018,Hayden Island,Motor Vehicle Theft,45.61387308,-122.6803004,7644256,717434
17019,Hayden Island,Motor Vehicle Theft,45.61387308,-122.6803004,7644256,717434
17020,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61387308,-122.6803004,7644256,717434
17021,Hayden Island,Theft From Motor Vehicle,45.61377277,-122.6815397,7643938,717406
17022,Hayden Island,Vandalism,45.61377277,-122.6815397,7643938,717406
17023,Hayden Island,Motor Vehicle Theft,45.61377277,-122.6815397,7643938,717406
17024,Hayden Island,Vandalism,45.61409192,-122.6823612,7643731,717528
17025,Hayden Island,Aggravated Assault,45.61377277,-122.6815397,7643938,717406
17026,Hayden Island,Shoplifting,45.61409192,-122.6823612,7643731,717528
17027,Hayden Island,Motor Vehicle Theft,45.61377277,-122.6815397,7643938,717406
17028,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61377277,-122.6815397,7643938,717406
17029,Hayden Island,Vandalism,45.61377277,-122.6815397,7643938,717406
17030,Hayden Island,Theft From Building,45.61409192,-122.6823612,7643731,717528
17031,Hayden Island,Robbery,45.61409192,-122.6823612,7643731,717528
17032,Hayden Island,Motor Vehicle Theft,45.61377277,-122.6815397,7643938,717406
17033,Hayden Island,Motor Vehicle Theft,45.61377277,-122.6815397,7643938,717406
17034,Hayden Island,Motor Vehicle Theft,45.61377277,-122.6815397,7643938,717406
17035,Hayden Island,Motor Vehicle Theft,45.61377277,-122.6815397,7643938,717406
17036,Hayden Island,Simple Assault,45.61377277,-122.6815397,7643938,717406
17037,Hayden Island,Vandalism,45.61377277,-122.6815397,7643938,717406
17038,Hayden Island,Motor Vehicle Theft,45.61409192,-122.6823612,7643731,717528
17039,Hayden Island,Burglary,45.61377277,-122.6815397,7643938,717406
17040,Hayden Island,Burglary,45.61409192,-122.6823612,7643731,717528
17041,Hayden Island,Simple Assault,45.61377277,-122.6815397,7643938,717406
17042,Hayden Island,Robbery,45.61409192,-122.6823612,7643731,717528
17043,Hayden Island,All Other Larceny,45.61377277,-122.6815397,7643938,717406
17044,Hayden Island,Weapons Law Violations,45.61377277,-122.6815397,7643938,717406
17045,Hayden Island,Intimidation,45.61409192,-122.6823612,7643731,717528
17046,Hayden Island,Theft From Motor Vehicle,45.61409192,-122.6823612,7643731,717528
17047,Hayden Island,All Other Larceny,45.61377277,-122.6815397,7643938,717406
17048,Hayden Island,All Other Larceny,45.61377277,-122.6815397,7643938,717406
17049,Hayden Island,Vandalism,45.61203261,-122.6825908,7643652,716779
17050,Hayden Island,Theft From Building,45.61203261,-122.6825908,7643652,716779
17051,Hayden Island,Vandalism,45.61203261,-122.6825908,7643652,716779
17052,Hayden Island,Vandalism,45.61203261,-122.6825908,7643652,716779
17053,Hayden Island,Shoplifting,45.61203261,-122.6825908,7643652,716779
17054,Hayden Island,Shoplifting,45.61203261,-122.6825908,7643652,716779
17055,Hayden Island,Vandalism,45.61203261,-122.6825908,7643652,716779
17056,Hayden Island,Identity Theft,45.61203261,-122.6825908,7643652,716779
17057,Hayden Island,Vandalism,45.61431688,-122.6829407,7643585,717614
17058,Hayden Island,Motor Vehicle Theft,45.61431688,-122.6829407,7643585,717614
17059,Hayden Island,All Other Larceny,45.61431688,-122.6829407,7643585,717614
17060,Hayden Island,Robbery,45.61431688,-122.6829407,7643585,717614
17061,Hayden Island,Motor Vehicle Theft,45.61431688,-122.6829407,7643585,717614
17062,Hayden Island,All Other Larceny,45.61431688,-122.6829407,7643585,717614
17063,Hayden Island,Simple Assault,45.61431688,-122.6829407,7643585,717614
17064,Hayden Island,Vandalism,45.61431688,-122.6829407,7643585,717614
17065,Hayden Island,Motor Vehicle Theft,45.61431688,-122.6829407,7643585,717614
17066,Hayden Island,Theft From Motor Vehicle,45.61431688,-122.6829407,7643585,717614
17067,Hayden Island,All Other Larceny,45.61431688,-122.6829407,7643585,717614
17068,Hayden Island,Theft From Motor Vehicle,45.61431688,-122.6829407,7643585,717614
17069,Hayden Island,Intimidation,45.61431688,-122.6829407,7643585,717614
17070,Hayden Island,Intimidation,45.61431688,-122.6829407,7643585,717614
17071,Hayden Island,Vandalism,45.61431688,-122.6829407,7643585,717614
17072,Hayden Island,Simple Assault,45.61431688,-122.6829407,7643585,717614
17073,Hayden Island,Vandalism,45.61431688,-122.6829407,7643585,717614
17074,Hayden Island,Motor Vehicle Theft,45.61431688,-122.6829407,7643585,717614
17075,Hayden Island,False Pretenses/Swindle/Confidence Game,45.61431688,-122.6829407,7643585,717614
17076,Hayden Island,Vandalism,45.61431688,-122.6829407,7643585,717614
17077,Hayden Island,All Other Larceny,45.61431688,-122.6829407,7643585,717614
17078,Hayden Island,False Pretenses/Swindle/Confidence Game,45.61431688,-122.6829407,7643585,717614
17079,Hayden Island,All Other Larceny,45.61431688,-122.6829407,7643585,717614
17080,Hayden Island,All Other Larceny,45.61431688,-122.6829407,7643585,717614
17081,Hayden Island,Vandalism,45.60962511,-122.6830962,7643499,715905
17082,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17083,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17084,Hayden Island,Motor Vehicle Theft,45.61240865,-122.683305,7643473,716921
17085,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17086,Hayden Island,Motor Vehicle Theft,45.61240865,-122.683305,7643473,716921
17087,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17088,Hayden Island,Motor Vehicle Theft,45.61240865,-122.683305,7643473,716921
17089,Hayden Island,Theft From Motor Vehicle,45.61240865,-122.683305,7643473,716921
17090,Hayden Island,Motor Vehicle Theft,45.61240865,-122.683305,7643473,716921
17091,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
