,Address,Price,Zip Code,Size,Neighbourhood
820,"4229 N Albina Ave, Portland, OR 97217",499000,97217,2274,Kenton
840,"4815 N Kerby Ave Unit B, Portland, OR 97217",524900,97217,873,Kenton
848,"6429 N Commercial Ave, Portland, OR 97217",879000,97217,2932,Kenton
877,"150 N Buffalo St, Portland, OR 97217",535000,97217,1370,Kenton
903,"7226 N Greenwich Ave, Portland, OR 97217",529000,97217,2015,Kenton
923,"6227 N Wilbur Ave, Portland, OR 97217",869000,97217,3474,Kenton
925,"3119 N Kilpatrick St, Portland, OR 97217",529900,97217,1846,Kenton
939,"707 N Hayden Island Dr Unit 203, Portland, OR 97217",499000,97217,1798,Kenton
952,"1550 N Sumner St, Portland, OR 97217",799900,97217,2348,Kenton
955,"7835 N Wabash Ave, Portland, OR 97217",499900,97217,1815,Kenton
959,"4703 N Colonial Ave, Portland, OR 97217",410000,97217,1800,Kenton
969,"7639 N Brandon Ave, Portland, OR 97217",599000,97217,2136,Kenton
986,"2621 N Sumner St, Portland, OR 97217",750000,97217,2001,Kenton
1001,"131 N Russet St, Portland, OR 97217",549990,97217,2496,Kenton
1013,"6849 N Newcastle Ave, Portland, OR 97217",449997,97217,1694,Kenton
1018,"8240 N Montana Ave, Portland, OR 97217",649900,97217,2372,Kenton
1036,"2630 N Hayden Island Dr Slip 1, Portland, OR 97217",825000,97217,2428,Kenton
1037,"1677 N Jantzen Ave, Portland, OR 97217",599000,97217,1628,Kenton
1049,"1235 N Morgan St, Portland, OR 97217",405000,97217,1039,Kenton
1053,"406 N Hayden Island Dr, Portland, OR 97217",244000,97217,1184,Kenton
1055,"425 N Marine Dr, Portland, OR 97217",415000,97217,744,Kenton
1076,"7033 N Greenwich Ave, Portland, OR 97217",365400,97217,1359,Kenton
1082,"2608 N Hunt St, Portland, OR 97217",465000,97217,1240,Kenton
1086,"1787 N Ainsworth St, Portland, OR 97217",769000,97217,2269,Kenton
1108,"8454 N Seward Ave, Portland, OR 97217",539900,97217,1545,Kenton
1113,"2506 N Willamette Blvd, Portland, OR 97217",719900,97217,2861,Kenton
1120,"1995 N Jantzen Ave, Portland, OR 97217",224000,97217,1516,Kenton
1126,"6614 N Missouri Ave, Portland, OR 97217",450000,97217,2164,Kenton
1130,"7605 N Denver Ave, Portland, OR 97217",325000,97217,2188,Kenton
1132,"2639 N Sumner St, Portland, OR 97217",539000,97217,2646,Kenton
1134,"2631 N Sumner St, Portland, OR 97217",539000,97217,2415,Kenton
1146,"2630 N Hayden Island Dr Slip 12, Portland, OR 97217",630000,97217,1407,Kenton
1150,"1550 N Webster St, Portland, OR 97217",649000,97217,1544,Kenton
1153,"7128 N Curtis Ave, Portland, OR 97217",730000,97217,1890,Kenton
1210,"806 N Holland Ave, Portland, OR 97217",595000,97217,2449,Kenton
1222,"6954 N Oatman Ave, Portland, OR 97217",599000,97217,2238,Kenton
1237,"12910 N Image Canoe Ave, Portland, OR 97217",99985,97217,1584,Kenton
1241,"6625 N Campbell Ave, Portland, OR 97217",729900,97217,2184,Kenton
1260,"5122 N Montana Ave, Portland, OR 97217",399900,97217,1194,Kenton
1262,"5835 N Minnesota Ave, Portland, OR 97217",529000,97217,1456,Kenton
1310,"2622 N Rosa Parks Way, Portland, OR 97217",649900,97217,1952,Kenton
1314,"2632 N Watts St, Portland, OR 97217",689900,97217,1631,Kenton
1328,"6715 N Mississippi Ave, Portland, OR 97217",549000,97217,2087,Kenton
1338,"6535 N Interstate Ave, Portland, OR 97217",750000,97217,2528,Kenton
1339,"1727 N Jantzen Ave, Portland, OR 97217",300000,97217,1571,Kenton
1358,"12232 N Westshore Dr, Portland, OR 97217",86500,97217,1112,Kenton
1366,"8701 N Hamlin Ave, Portland, OR 97217",473100,97217,1394,Kenton
1410,"932 N Holland St, Portland, OR 97217",649500,97217,3086,Kenton
1432,"7128 N Knowles Ave, Portland, OR 97217",375000,97217,1196,Kenton
1441,"6974 N Knowles Ave, Portland, OR 97217",424000,97217,2392,Kenton
1456,"6704 N Knowles Ave, Portland, OR 97217",829950,97217,2012,Kenton
1469,"5656 N Wilbur Ave, Portland, OR 97217",475900,97217,2146,Kenton
1491,"8759 N Wilbur Ave, Portland, OR 97217",400000,97217,2570,Kenton
1533,"1626 N Willis Blvd, Portland, OR 97217",425000,97217,1836,Kenton
1613,"1374 N Simpson St Unit 3, Portland, OR 97217",425000,97217,1124,Kenton
1621,"3939 N Marine Dr Slip 4, Portland, OR 97217",515000,97217,2078,Kenton
1622,"2535 N Halleck St, Portland, OR 97217",499900,97217,2298,Kenton
1637,"5232 N Williams Ave, Portland, OR 97217",499900,97217,1446,Kenton
1647,"205 N Bridgeton Rd Slip 09W, Portland, OR 97217",399000,97217,2033,Kenton
1655,"5723 N Vancouver Ave, Portland, OR 97217",1029000,97217,3265,Kenton
1685,"5623 N Gay Ave, Portland, OR 97217",799900,97217,2557,Kenton
1692,"4315 N Borthwick Ave, Portland, OR 97217",690000,97217,2083,Kenton
1710,"4614 N Commercial Ave, Portland, OR 97217",599500,97217,2918,Kenton
1732,"3939 N Marine Dr Slip 13, Portland, OR 97217",514900,97217,1735,Kenton
1733,"12470 N South Shore Ave, Portland, OR 97217",99999,97217,1456,Kenton
1745,"5233 N Emerson Dr, Portland, OR 97217",350000,97217,1600,Kenton
1749,"540 N Hayden Bay Dr, Portland, OR 97217",500000,97217,1816,Kenton
1758,"2620 N Terry St, Portland, OR 97217",429900,97217,1430,Kenton
1774,"5905 N Kerby Ave, Portland, OR 97217",579900,97217,2604,Kenton
1778,"2525 N Lombard St, Portland, OR 97217",335350,97217,1913,Kenton
1811,"9108 N Chautauqua Blvd, Portland, OR 97217",552000,97217,2400,Kenton
1826,"2335 N Marine Dr Slip 14, Portland, OR 97217",325000,97217,1349,Kenton
1838,"707 N Hayden Island Dr Unit 414, Portland, OR 97217",629900,97217,2052,Kenton
1878,"2055 N Middle Shore St, Portland, OR 97217",142500,97217,1404,Kenton
1941,"9047 N Curtis Ave, Portland, OR 97217",425000,97217,1421,Kenton
2022,"8561 N Hamlin Ave, Portland, OR 97217",499999,97217,1545,Kenton
2039,"429 N Bridgeton Rd Slip 3, Portland, OR 97217",395000,97217,2000,Kenton
2055,"1951 N Jantzen Ave, Portland, OR 97217",540000,97217,2282,Kenton
2056,"1975 N Jantzen Ave, Portland, OR 97217",575000,97217,1846,Kenton
2068,"1801 N Jantzen Ave, Portland, OR 97217",455000,97217,1664,Kenton
2117,"2630 N Hayden Island Dr Slip 51, Portland, OR 97217",485000,97217,1137,Kenton
2126,"6116 N Greeley Ave, Portland, OR 97217",379900,97217,1916,Kenton
2204,"227 N Hayden Bay Dr, Portland, OR 97217",319000,97217,1023,Kenton
2232,"905 N Harbour Dr Unit 26, Portland, OR 97217",468000,97217,2698,Kenton
17,"5252 NE 57th Ave, Portland, OR 97218",599000,97218,3152,Cully
100,"5511 NE 59th Ave, Portland, OR 97218",399000,97218,2116,Cully
114,"6231 NE Going St, Portland, OR 97218",598000,97218,1444,Cully
127,"6030 NE Simpson St, Portland, OR 97218",349900,97218,927,Cully
224,"4114 NE 76th Ave, Portland, OR 97218",449000,97218,1364,Cully
227,"4417 NE Killingsworth St Unit 113, Portland, OR 97218",439000,97218,1551,Cully
312,"4436 NE Wygant St, Portland, OR 97218",599900,97218,2084,Cully
322,"7533 NE Mason St, Portland, OR 97218",475000,97218,1420,Cully
323,"5759 NE Ainsworth St, Portland, OR 97218",590000,97218,2246,Cully
337,"5906 NE Sumner St, Portland, OR 97218",325000,97218,863,Cully
362,"6058 NE 42nd Ave, Portland, OR 97218",499999,97218,1471,Cully
459,"5546 NE Mason St, Portland, OR 97218",419000,97218,1116,Cully
508,"6004 NE Simpson St, Portland, OR 97218",462500,97218,1738,Cully
559,"4834 NE Prescott St Unit B, Portland, OR 97218",499900,97218,873,Cully
651,"4345 NE 47th Ave, Portland, OR 97218",575000,97218,1976,Cully
686,"4927 NE Holman St, Portland, OR 97218",375000,97218,1272,Cully
704,"5255 NE 60th Ave, Portland, OR 97218",489900,97218,3134,Cully
858,"5035 NE Simpson St, Portland, OR 97218",599900,97218,2168,Cully
860,"5325 NE 74th Ave, Portland, OR 97218",388000,97218,1098,Cully
864,"6022 NE 45th Ave, Portland, OR 97218",874000,97218,3216,Cully
1006,"5506 NE Ainsworth St, Portland, OR 97218",675000,97218,2160,Cully
1015,"4669 NE Simpson St, Portland, OR 97218",750000,97218,2155,Cully
1068,"5325 NE 60th Ave, Portland, OR 97218",475000,97218,1949,Cully
1081,"4650 NE 70th Ave, Portland, OR 97218",450000,97218,1440,Cully
1218,"6604 NE Alberta St, Portland, OR 97218",650000,97218,2132,Cully
1240,"6099 NE Going St, Portland, OR 97218",253900,97218,1180,Cully
1243,"6651 NE Wygant St, Portland, OR 97218",414000,97218,1119,Cully
1289,"7630 NE Prescott St, Portland, OR 97218",469900,97218,2434,Cully
1395,"6927 NE Emerson St, Portland, OR 97218",360000,97218,712,Cully
1397,"4910 NE 73rd Ave, Portland, OR 97218",599000,97218,2188,Cully
1465,"4717 NE 78th Ave, Portland, OR 97218",449000,97218,1176,Cully
1507,"5926 NE 42nd Ave, Portland, OR 97218",529900,97218,1357,Cully
1547,"4203 NE 65th Ave, Portland, OR 97218",625000,97218,2635,Cully
1549,"4335 NE 77th Ave, Portland, OR 97218",575000,97218,1600,Cully
1567,"4834 NE Prescott St Unit A, Portland, OR 97218",449900,97218,1070,Cully
1684,"5324 NE 72nd Ave, Portland, OR 97218",245000,97218,1292,Cully
1739,"5938 NE 57th Ave, Portland, OR 97218",505000,97218,1097,Cully
1809,"4917 NE Crystal Ln, Portland, OR 97218",649000,97218,3362,Cully
1863,"5036 NE Holman St, Portland, OR 97218",550000,97218,2664,Cully
1895,"5015 NE Buffalo St, Portland, OR 97218",1195000,97218,1750,Cully
1967,"6930 NE Roselawn St, Portland, OR 97218",396000,97218,1637,Cully
2035,"4620 NE Killingsworth St, Portland, OR 97218",325000,97218,1802,Cully
9,"1254 SW Texas St, Portland, OR 97219",750000,97219,2550,Crestwood
31,"10744 SW Lancaster Rd, Portland, OR 97219",985000,97219,4518,Crestwood
54,"2521 SW Luradel St, Portland, OR 97219",680000,97219,2194,Crestwood
79,"8324 SW 7th Ave, Portland, OR 97219",809000,97219,3500,Crestwood
89,"3504 SW Caldew St, Portland, OR 97219",549500,97219,1712,Crestwood
117,"6730 SW 60th Ave, Portland, OR 97219",599900,97219,2176,Crestwood
119,"5002 SW Custer St, Portland, OR 97219",799900,97219,2050,Crestwood
121,"9280 SW 8th Ave, Portland, OR 97219",675000,97219,2766,Crestwood
152,"10511 SW 42nd Ave, Portland, OR 97219",769900,97219,2563,Crestwood
222,"9233 SW 52nd Ave, Portland, OR 97219",875000,97219,2933,Crestwood
223,"2604 SW Stanley Ct, Portland, OR 97219",649900,97219,1820,Crestwood
230,"9155 SW 23rd Dr, Portland, OR 97219",399900,97219,1056,Crestwood
240,"11902 SW 60th Ave, Portland, OR 97219",985000,97219,4369,Crestwood
241,"7227 SW 5th Ave, Portland, OR 97219",600000,97219,2438,Crestwood
245,"4734 SW Coronado St, Portland, OR 97219",475000,97219,1080,Crestwood
246,"10505 SW 43rd Ave, Portland, OR 97219",574990,97219,2030,Crestwood
254,"5216 SW Pomona St, Portland, OR 97219",750000,97219,2182,Crestwood
328,"7640 SW 30th Dr, Portland, OR 97219",465000,97219,1050,Crestwood
335,"8604 SW 41st Ave, Portland, OR 97219",628000,97219,1624,Crestwood
347,"10729 SW 62nd Pl, Portland, OR 97219",599900,97219,1979,Crestwood
356,"8121 SW 47th Ave, Portland, OR 97219",1039000,97219,1701,Crestwood
357,"3851 SW Canby St, Portland, OR 97219",399000,97219,1040,Crestwood
367,"4636 SW Vesta St, Portland, OR 97219",549900,97219,1765,Crestwood
371,"10707 S Southridge Dr, Portland, OR 97219",1395000,97219,5347,Crestwood
383,"1885 S Greenwood Rd, Portland, OR 97219",3600000,97219,8190,Crestwood
386,"4111 SW Comus St, Portland, OR 97219",749900,97219,3180,Crestwood
402,"7036 SW 35th Ave, Portland, OR 97219",749900,97219,1744,Crestwood
413,"8333 SW 4th Ave, Portland, OR 97219",750000,97219,2321,Crestwood
432,"8005 SW 62nd Pl, Portland, OR 97219",474900,97219,1260,Crestwood
463,"645 SW 6th Ct, Portland, OR 97219",575000,97219,1536,Crestwood
488,"10024 SW 36th Ct, Portland, OR 97219",639900,97219,1977,Crestwood
495,"7929 SW 40th Ave Apt M, Portland, OR 97219",275000,97219,890,Crestwood
513,"7200 SW 8th Ave, Portland, OR 97219",765000,97219,3056,Crestwood
541,"3503 SW Canby St, Portland, OR 97219",549900,97219,2069,Crestwood
556,"6230 SW Dolph Dr, Portland, OR 97219",899000,97219,3432,Crestwood
566,"10225 SW 35th Ave, Portland, OR 97219",599900,97219,2552,Crestwood
573,"11105 SW 43rd Ave, Portland, OR 97219",599900,97219,2215,Crestwood
579,"6704 SW 15th Ave, Portland, OR 97219",645000,97219,1388,Crestwood
603,"7412 SW Capitol Hwy, Portland, OR 97219",559900,97219,2091,Crestwood
618,"6215 SW California St, Portland, OR 97219",1295000,97219,1748,Crestwood
637,"10945 SW 60th Ave, Portland, OR 97219",579900,97219,1652,Crestwood
645,"3095 SW Arnold St, Portland, OR 97219",1365000,97219,3193,Crestwood
646,"7250 SW 13th Ave, Portland, OR 97219",849000,97219,3398,Crestwood
667,"9420 SW 8th Ave, Portland, OR 97219",492999,97219,1685,Crestwood
674,"8020 SW 61st Ave, Portland, OR 97219",530000,97219,1560,Crestwood
677,"6802 SW 33rd Pl, Portland, OR 97219",710000,97219,2320,Crestwood
680,"8808 SW 51st Ave, Portland, OR 97219",715000,97219,2004,Crestwood
708,"255 SW California St, Portland, OR 97219",1150000,97219,3721,Crestwood
715,"5021 SW Marigold St, Portland, OR 97219",450000,97219,1300,Crestwood
723,"4240 SW Freeman St, Portland, OR 97219",934900,97219,2668,Crestwood
727,"10838 S Southridge Dr, Portland, OR 97219",1095000,97219,3821,Crestwood
748,"3923 SW Vacuna St, Portland, OR 97219",739900,97219,1884,Crestwood
769,"2811 SW Stanley Ct, Portland, OR 97219",819000,97219,2999,Crestwood
779,"610 S Nevada St Apt H, Portland, OR 97219",429000,97219,1314,Crestwood
839,"711 SW Caldew Dr, Portland, OR 97219",645000,97219,2226,Crestwood
872,"3302 SW Marigold St, Portland, OR 97219",569000,97219,2240,Crestwood
893,"9232 SW 5th Ave, Portland, OR 97219",659950,97219,2370,Crestwood
902,"10666 S Hedlund Ave, Portland, OR 97219",799000,97219,1850,Crestwood
917,"SW Miles Ct, Portland, OR 97219",999900,97219,2737,Crestwood
926,"2905 SW Comus St, Portland, OR 97219",998000,97219,3355,Crestwood
953,"7720 S Macadam Ave, Portland, OR 97219",874500,97219,1860,Crestwood
967,"1265 S Military Rd, Portland, OR 97219",1995000,97219,5355,Crestwood
968,"8410 SW 45th Ave, Portland, OR 97219",499900,97219,2361,Crestwood
981,"1215 SW Kari Ln, Portland, OR 97219",950000,97219,3112,Crestwood
992,"7421 S Miles Pl, Portland, OR 97219",562500,97219,1250,Crestwood
1011,"2933 SW Miles St, Portland, OR 97219",350000,97219,927,Crestwood
1023,"3022 SW Carson St, Portland, OR 97219",307500,97219,1014,Crestwood
1041,"1661 S Radcliffe Rd, Portland, OR 97219",1995000,97219,5414,Crestwood
1047,"9271 SW 7th Ave, Portland, OR 97219",569000,97219,2320,Crestwood
1071,"610 S Nevada St Apt F, Portland, OR 97219",429000,97219,1368,Crestwood
1107,"10029 SW 52nd Ave, Portland, OR 97219",499000,97219,1454,Crestwood
1109,"3439 SW Dickinson St, Portland, OR 97219",699900,97219,3193,Crestwood
1114,"1510 S Carey Ln, Portland, OR 97219",895000,97219,1642,Crestwood
1138,"9626 SW 50th Ave, Portland, OR 97219",409000,97219,960,Crestwood
1140,"9326 SW 51st Ave, Portland, OR 97219",499000,97219,1364,Crestwood
1156,"4417 SW Vacuna St, Portland, OR 97219",649900,97219,1788,Crestwood
1173,"10334 SW 43rd Ave, Portland, OR 97219",450000,97219,1221,Crestwood
1174,"2911 SW Dickinson St, Portland, OR 97219",550000,97219,1493,Crestwood
1176,"10939 SW 37th Ave, Portland, OR 97219",535000,97219,1104,Crestwood
1186,"8640 SW 21st Ave, Portland, OR 97219",445000,97219,2238,Crestwood
1205,"7305 SW 26th Ave, Portland, OR 97219",1250000,97219,3047,Crestwood
1213,"7206 S Virginia Ave, Portland, OR 97219",1000000,97219,2118,Crestwood
1220,"10708 SW 59th Dr, Portland, OR 97219",489000,97219,1281,Crestwood
1232,"111 S California St, Portland, OR 97219",999000,97219,3135,Crestwood
1273,"6425 SW Alfred St, Portland, OR 97219",588000,97219,1676,Crestwood
1342,"11219 SW Capitol Hwy, Portland, OR 97219",799900,97219,3700,Crestwood
1357,"3923 SW Alice St, Portland, OR 97219",685000,97219,1971,Crestwood
1372,"10668 SW 41st Ave, Portland, OR 97219",995000,97219,4504,Crestwood
1380,"1800 S Comus St, Portland, OR 97219",3750000,97219,6887,Crestwood
1381,"1901 S Comus St, Portland, OR 97219",2999000,97219,6887,Crestwood
1392,"8652 SW 11th Ave, Portland, OR 97219",549900,97219,1663,Crestwood
1414,"9020 SW 26th Ave, Portland, OR 97219",469000,97219,1440,Crestwood
1418,"622 S Nevada St Apt D, Portland, OR 97219",385000,97219,981,Crestwood
1437,"10434 S Daphne Ave, Portland, OR 97219",1225000,97219,1114,Crestwood
1445,"7900 SW Crestline Dr, Portland, OR 97219",795000,97219,2616,Crestwood
1447,"7531 SW 64th Pl, Portland, OR 97219",766000,97219,2783,Crestwood
1450,"13463 SW 63rd Pl, Portland, OR 97219",575000,97219,1588,Crestwood
1454,"8214 SW 6th Ave, Portland, OR 97219",850000,97219,2851,Crestwood
1462,"1504 S Radcliffe Rd, Portland, OR 97219",1925000,97219,4869,Crestwood
1467,"11306 SW 49th Ave, Portland, OR 97219",469000,97219,1167,Crestwood
1470,"8927 SW 51st Ave, Portland, OR 97219",574900,97219,1680,Crestwood
1535,"11218 SW 51st Ave, Portland, OR 97219",569900,97219,1664,Crestwood
1541,"1406 SW Freeman St, Portland, OR 97219",455000,97219,2273,Crestwood
1579,"8310 SW 10th Ave, Portland, OR 97219",790000,97219,2722,Crestwood
1584,"2515 SW Abigail Ct, Portland, OR 97219",579000,97219,1736,Crestwood
1586,"11 SW Canby St, Portland, OR 97219",675000,97219,2240,Crestwood
1597,"9345 SW 53rd Ave, Portland, OR 97219",949000,97219,3646,Crestwood
1610,"1325 S Palatine Hill Rd, Portland, OR 97219",999900,97219,3675,Crestwood
1615,"7541 SW View Point Ter, Portland, OR 97219",649900,97219,2136,Crestwood
1730,"770 SW Canby St, Portland, OR 97219",475000,97219,1700,Crestwood
1770,"4620 SW Pasadena St, Portland, OR 97219",415000,97219,1041,Crestwood
1777,"4210 SW Pomona St, Portland, OR 97219",475000,97219,1815,Crestwood
1784,"11289 SW Capitol Hwy, Portland, OR 97219",499900,97219,2226,Crestwood
1797,"2529 SW Spring Garden St Apt 4, Portland, OR 97219",250000,97219,910,Crestwood
1827,"12011 SW Sylvania Ct, Portland, OR 97219",899900,97219,3809,Crestwood
1847,"4218 SW Huber St, Portland, OR 97219",879995,97219,3400,Crestwood
1858,"4856 SW Garden Home Rd, Portland, OR 97219",575000,97219,2027,Crestwood
1868,"7230 S Virginia Ave, Portland, OR 97219",735000,97219,2329,Crestwood
1881,"1614 SW Hume Ct, Portland, OR 97219",550000,97219,2145,Crestwood
1882,"11615 SW 47th Ave, Portland, OR 97219",525000,97219,2272,Crestwood
1890,"9711 SW 54th Ave, Portland, OR 97219",949900,97219,2953,Crestwood
1891,"9705 SW 54th Ave, Portland, OR 97219",949900,97219,3037,Crestwood
1931,"9242 SW 4th Ave, Portland, OR 97219",925000,97219,3244,Crestwood
1934,"11004 SW 59th Ave, Portland, OR 97219",529500,97219,1806,Crestwood
1936,"1058 SW Arnold St, Portland, OR 97219",1400000,97219,2376,Crestwood
1969,"1609 S Radcliffe Ct, Portland, OR 97219",2480000,97219,4580,Crestwood
1986,"4765 SW Stephenson St, Portland, OR 97219",475000,97219,1040,Crestwood
1997,"5503 SW Multnomah Blvd, Portland, OR 97219",289000,97219,1088,Crestwood
2032,"618 S Nevada St Apt G, Portland, OR 97219",429000,97219,1315,Crestwood
2033,"4650 SW Comus Pl Unit 3E, Portland, OR 97219",258000,97219,998,Crestwood
2053,"4703 SW Brugger St, Portland, OR 97219",509000,97219,1275,Crestwood
2072,"2531 SW Spring Garden St Apt 14, Portland, OR 97219",304999,97219,1173,Crestwood
2156,"1920 S Greenwood Rd, Portland, OR 97219",2195000,97219,6488,Crestwood
10,"5200 NE 92nd Ave Unit 17, Portland, OR 97220",139000,97220,1848,Parkrose
18,"12138 NE Fremont St Apt 20, Portland, OR 97220",319000,97220,1547,Parkrose
34,"2411 NE 111th Ave, Portland, OR 97220",440000,97220,720,Parkrose
53,"4747 NE 88th Ave, Portland, OR 97220",349000,97220,960,Parkrose
63,"10017 NE Shaver St, Portland, OR 97220",580000,97220,2559,Parkrose
130,"3225 NE 84th Ave, Portland, OR 97220",489000,97220,1814,Parkrose
167,"4715 NE 108th Ave, Portland, OR 97220",590000,97220,2696,Parkrose
195,"11840 NE Sacramento St, Portland, OR 97220",415000,97220,1410,Parkrose
249,"8240 NE Thompson St, Portland, OR 97220",474900,97220,1272,Parkrose
250,"2319 NE 92nd Ave, Portland, OR 97220",485000,97220,1546,Parkrose
272,"9718 NE Prescott St, Portland, OR 97220",549500,97220,2622,Parkrose
297,"829 NE 90th Ave, Portland, OR 97220",269000,97220,1225,Parkrose
398,"9917 NE Campaign St, Portland, OR 97220",539900,97220,1840,Parkrose
423,"9817 NE Irving St Apt 216, Portland, OR 97220",235000,97220,741,Parkrose
477,"11005 NE Fargo St, Portland, OR 97220",525000,97220,1864,Parkrose
493,"8553 NE Clackamas St, Portland, OR 97220",390000,97220,996,Parkrose
494,"4715 NE 110th Ave, Portland, OR 97220",384000,97220,2026,Parkrose
499,"815 NE 110th Ave, Portland, OR 97220",455000,97220,1942,Parkrose
502,"1118 NE 118th Ave, Portland, OR 97220",399000,97220,2000,Parkrose
521,"8923 NE Humboldt St, Portland, OR 97220",249900,97220,1180,Parkrose
534,"8252 NE Eugene St, Portland, OR 97220",424000,97220,1107,Parkrose
542,"4805 NE 105th Ave, Portland, OR 97220",410000,97220,2376,Parkrose
586,"4600 NE 118th Ave, Portland, OR 97220",275000,97220,2048,Parkrose
613,"4717 NE 97th Ave, Portland, OR 97220",339900,97220,1420,Parkrose
625,"8808 NE Hassalo St, Portland, OR 97220",289000,97220,932,Parkrose
653,"11621 NE Prescott St, Portland, OR 97220",519000,97220,1787,Parkrose
681,"4718 NE 99th Ave, Portland, OR 97220",350000,97220,936,Parkrose
695,"1925 NE 118th Ave, Portland, OR 97220",530000,97220,2062,Parkrose
767,"10831 NE Oregon St, Portland, OR 97220",589900,97220,2608,Parkrose
811,"255 NE 106th Ave, Portland, OR 97220",499000,97220,2150,Parkrose
859,"8601 NE Pacific St, Portland, OR 97220",539900,97220,1628,Parkrose
895,"11737 NE Thompson St, Portland, OR 97220",449900,97220,1682,Parkrose
896,"3261 NE 88th Ave, Portland, OR 97220",389900,97220,906,Parkrose
930,"8907 NE Fremont St, Portland, OR 97220",399000,97220,888,Parkrose
942,"9053 NE Halsey St, Portland, OR 97220",549000,97220,2721,Parkrose
954,"2009 NE 91st Ave, Portland, OR 97220",469900,97220,1428,Parkrose
970,"11615 NE Clackamas St, Portland, OR 97220",499999,97220,1612,Parkrose
995,"8825 NE Everett St, Portland, OR 97220",575000,97220,2842,Parkrose
1019,"11605 NE Fargo St, Portland, OR 97220",394900,97220,1391,Parkrose
1020,"325 NE 114th Ave, Portland, OR 97220",499000,97220,2474,Parkrose
1031,"8634 NE Milton St, Portland, OR 97220",435000,97220,1222,Parkrose
1052,"NE 108th Ave, Portland, OR 97220",249000,97220,2696,Parkrose
1122,"835 NE 90th Ave, Portland, OR 97220",279000,97220,1250,Parkrose
1211,"8802 NE Everett St, Portland, OR 97220",450000,97220,1450,Parkrose
1215,"4646 NE 97th Ave, Portland, OR 97220",390999,97220,3072,Parkrose
1235,"205 NE 103rd Ave, Portland, OR 97220",475000,97220,2800,Parkrose
1238,"9025 NE Hoyt St, Portland, OR 97220",529000,97220,1404,Parkrose
1239,"9021 NE Hoyt St, Portland, OR 97220",519000,97220,1404,Parkrose
1242,"10523 NE Brazee St, Portland, OR 97220",414900,97220,1008,Parkrose
1245,"10915 NE San Rafael St, Portland, OR 97220",414900,97220,1112,Parkrose
1248,"1835 NE 92nd Ave, Portland, OR 97220",460000,97220,1788,Parkrose
1301,"3153 NE 89th Ave, Portland, OR 97220",515000,97220,1772,Parkrose
1302,"4632 NE 83rd Ave, Portland, OR 97220",350000,97220,1506,Parkrose
1329,"11020 NE Glisan St, Portland, OR 97220",395000,97220,2207,Parkrose
1353,"777 NE 93rd Ave, Portland, OR 97220",425000,97220,1389,Parkrose
1407,"4705 NE 110th Ave, Portland, OR 97220",380000,97220,1820,Parkrose
1411,"1119 NE 120th Ave, Portland, OR 97220",492000,97220,2312,Parkrose
1443,"2941 NE Rocky Butte Rd, Portland, OR 97220",850000,97220,2700,Parkrose
1455,"3116 NE 83rd Ave, Portland, OR 97220",425000,97220,1664,Parkrose
1459,"8320 NE Beech St, Portland, OR 97220",375000,97220,1462,Parkrose
1493,"11930 NE Morris St, Portland, OR 97220",449000,97220,1040,Parkrose
1501,"8544 NE Boehmer St, Portland, OR 97220",360000,97220,837,Parkrose
1518,"2018 NE 92nd Ave, Portland, OR 97220",450000,97220,1592,Parkrose
1570,"811 NE 92nd Ave, Portland, OR 97220",369900,97220,2086,Parkrose
1576,"8233 NE Going Pl, Portland, OR 97220",349900,97220,768,Parkrose
1640,"2832 NE Fremont Dr, Portland, OR 97220",359000,97220,984,Parkrose
1666,"4651 NE 97th Ave, Portland, OR 97220",399900,97220,1547,Parkrose
1688,"10344 NE Thompson St, Portland, OR 97220",589000,97220,3008,Parkrose
1704,"3908 NE 102nd Ave, Portland, OR 97220",545000,97220,3227,Parkrose
1711,"8717 NE Webster St, Portland, OR 97220",550000,97220,2300,Parkrose
1725,"12000 NE Morris St, Portland, OR 97220",464900,97220,2265,Parkrose
1756,"9508 NE Wygant St, Portland, OR 97220",515000,97220,3045,Parkrose
1812,"911 NE 114th Ave, Portland, OR 97220",487500,97220,1000,Parkrose
1818,"10931 NE Everett St, Portland, OR 97220",499900,97220,2692,Parkrose
1857,"9023 NE Halsey St, Portland, OR 97220",375000,97220,1496,Parkrose
1859,"825 NE 94th Ave, Portland, OR 97220",350000,97220,2100,Parkrose
1866,"11781 NE Glisan St, Portland, OR 97220",650000,97220,2714,Parkrose
1922,"4312 NE 99th Ave, Portland, OR 97220",478000,97220,2503,Parkrose
1946,"4026 NE 109th Ave, Portland, OR 97220",450000,97220,1896,Parkrose
1947,"8424 NE Hassalo St, Portland, OR 97220",375000,97220,972,Parkrose
1951,"4515 NE 84th Ave, Portland, OR 97220",429000,97220,1200,Parkrose
1952,"887 NE 90th Ave, Portland, OR 97220",279900,97220,1222,Parkrose
1956,"8629 NE Clackamas St, Portland, OR 97220",499000,97220,1250,Parkrose
2027,"11840 NE Eugene St, Portland, OR 97220",385000,97220,960,Parkrose
2051,"8634 NE Fremont St, Portland, OR 97220",430000,97220,1664,Parkrose
2122,"12138 NE Fremont St Apt 19, Portland, OR 97220",298000,97220,1547,Parkrose
2173,"620 NE 113th Ave, Portland, OR 97220",420000,97220,2016,Parkrose
11,"3607 SW 57th Ave, Portland, OR 97221",975000,97221,3607,Sylvan Highlands
