,Address,Price,Zip Code,Size,Neighbourhood
1123,"4505 SE Powell Butte Pkwy, Portland, OR 97236",479900,97236,1487,Pleasant Valley
1129,"3025 SE 162nd Ave, Portland, OR 97236",375000,97236,1717,Pleasant Valley
1201,"4621 SE 134th Ave Unit 114, Portland, OR 97236",139500,97236,1248,Pleasant Valley
1207,"13247 SE Bush St, Portland, OR 97236",399000,97236,2212,Pleasant Valley
1209,"15768 SE Powell Blvd Unit 31, Portland, OR 97236",119000,97236,1296,Pleasant Valley
1223,"2909 SE 168th Ave, Portland, OR 97236",415000,97236,2744,Pleasant Valley
1254,"3401 SE 129th Ave, Portland, OR 97236",279900,97236,2124,Pleasant Valley
1287,"14618 SE Duke St, Portland, OR 97236",599000,97236,2189,Pleasant Valley
1294,"2706 SE 138th Ave Apt 33, Portland, OR 97236",183500,97236,796,Pleasant Valley
1303,"13419 SE Mall St, Portland, OR 97236",750000,97236,2818,Pleasant Valley
1306,"2706 SE 138th Ave Apt 34, Portland, OR 97236",160000,97236,796,Pleasant Valley
1308,"3231 SE 150th Ave, Portland, OR 97236",475000,97236,2511,Pleasant Valley
1361,"14932 SE Rhone St, Portland, OR 97236",425000,97236,1488,Pleasant Valley
1375,"12205 SE Long St, Portland, OR 97236",309900,97236,1207,Pleasant Valley
1420,"2719 SE 136th Pl, Portland, OR 97236",374900,97236,1303,Pleasant Valley
1421,"4510 SE 128th Ave, Portland, OR 97236",475000,97236,1709,Pleasant Valley
1451,"4104 SE 136th Ave, Portland, OR 97236",365000,97236,975,Pleasant Valley
1461,"13090 SE Glenwood St, Portland, OR 97236",350000,97236,1494,Pleasant Valley
1503,"15943 SE Bybee Dr, Portland, OR 97236",599990,97236,2550,Pleasant Valley
1568,"16826 SE Lafayette St, Portland, OR 97236",350000,97236,1008,Pleasant Valley
1585,"13007 SE Division St, Portland, OR 97236",499950,97236,2270,Pleasant Valley
1588,"3401 SE 143rd Ave, Portland, OR 97236",374900,97236,1584,Pleasant Valley
1635,"16000 SE Powell Blvd Unit 46, Portland, OR 97236",99500,97236,1344,Pleasant Valley
1662,"14309 SE Foster Rd, Portland, OR 97236",649900,97236,1855,Pleasant Valley
1678,"15421 SE Flavel St, Portland, OR 97236",636900,97236,2762,Pleasant Valley
1683,"2618 SE 164th Ave, Portland, OR 97236",339900,97236,841,Pleasant Valley
1693,"12402 SE Steele St, Portland, OR 97236",499000,97236,1056,Pleasant Valley
1699,"14750 SE Powell Blvd, Portland, OR 97236",310000,97236,1182,Pleasant Valley
1712,"7341 SE 155th Ave, Portland, OR 97236",749900,97236,2177,Pleasant Valley
1713,"3934 SE 136th Ave, Portland, OR 97236",443800,97236,1574,Pleasant Valley
1722,"3512 SE 141st Ave, Portland, OR 97236",489000,97236,2500,Pleasant Valley
1735,"14137 SE Center St, Portland, OR 97236",514900,97236,1759,Pleasant Valley
1737,"5731 SE 134th Pl, Portland, OR 97236",529900,97236,1824,Pleasant Valley
1760,"15610 SE Bush St, Portland, OR 97236",439900,97236,1300,Pleasant Valley
1776,"14324 SE Nehalem Ct, Portland, OR 97236",755000,97236,3279,Pleasant Valley
1831,"3647 SE 160th Ave, Portland, OR 97236",325000,97236,1611,Pleasant Valley
1836,"5142 SE 141st Pl, Portland, OR 97236",470000,97236,1719,Pleasant Valley
1846,"2918 SE 174th Ave, Portland, OR 97236",429900,97236,1400,Pleasant Valley
1856,"3228 SE 157th Ave, Portland, OR 97236",390000,97236,1440,Pleasant Valley
1870,"14310 SE Steele St, Portland, OR 97236",1950000,97236,6479,Pleasant Valley
1896,"3121 SE 134th Ave, Portland, OR 97236",449000,97236,2070,Pleasant Valley
1925,"16680 SE Bush St, Portland, OR 97236",439900,97236,1600,Pleasant Valley
1935,"14611 SE Powell Blvd, Portland, OR 97236",225000,97236,1012,Pleasant Valley
1959,"16841 SE Franklin St, Portland, OR 97236",465000,97236,1618,Pleasant Valley
1960,"3715 SE 136th Ave, Portland, OR 97236",499900,97236,2338,Pleasant Valley
1973,"18026 SE Haig Dr, Portland, OR 97236",349000,97236,1250,Pleasant Valley
1982,"16414 SE High Meadow Loop, Portland, OR 97236",699900,97236,3652,Pleasant Valley
1983,"12726 SE Division St Unit 25, Portland, OR 97236",75900,97236,728,Pleasant Valley
1985,"3925 SE 125th Ave, Portland, OR 97236",475000,97236,1640,Pleasant Valley
1989,"15535 SE Flavel Ct, Portland, OR 97236",699900,97236,2925,Pleasant Valley
2000,"6420 SE 129th Pl, Portland, OR 97236",415000,97236,1620,Pleasant Valley
2005,"13721 SE Rhone St, Portland, OR 97236",526800,97236,1734,Pleasant Valley
2006,"13729 SE Rhone St, Portland, OR 97236",536800,97236,1794,Pleasant Valley
2029,"15407 SE Hawthorne Meadows St, Portland, OR 97236",589900,97236,2048,Pleasant Valley
2087,"5200 SE 132nd Ave Apt 12, Portland, OR 97236",89995,97236,1404,Pleasant Valley
2088,"15707 SE Franklin St, Portland, OR 97236",399900,97236,1296,Pleasant Valley
2101,"3930 SE 162nd Ave Unit 24, Portland, OR 97236",149900,97236,1512,Pleasant Valley
2124,"15476 SE Hawthorne Meadows St, Portland, OR 97236",709900,97236,1993,Pleasant Valley
2237,"SE 176th Ave SE, Portland, OR 97236",500200,97236,1940,Pleasant Valley
2240,"7200 SE 158th Ave, Portland, OR 97236",499000,97236,4542,Pleasant Valley
51,"836 S Curry St Unit 1804, Portland, OR 97239",1375000,97239,2541,Healy Height
73,"5948 S Riveridge Ln, Portland, OR 97239",500000,97239,1286,Healy Height
88,"4175 SW Council Crest Dr, Portland, OR 97239",874900,97239,3445,Healy Height
116,"841 S Gaines St Unit 1612, Portland, OR 97239",1249000,97239,2156,Healy Height
168,"3900 SW Hillsdale Ave, Portland, OR 97239",1350000,97239,3082,Healy Height
197,"4635 S Corbett Ave, Portland, OR 97239",545000,97239,1942,Healy Height
199,"3224 SW Fairmount Blvd, Portland, OR 97239",800000,97239,2427,Healy Height
248,"45 S Mitchell St, Portland, OR 97239",519900,97239,1716,Healy Height
260,"1404 SW Westwood Ct, Portland, OR 97239",874900,97239,3021,Healy Height
266,"5754 S Riverpoint Ln, Portland, OR 97239",525000,97239,1206,Healy Height
391,"4320 S Corbett Ave Apt 312, Portland, OR 97239",355000,97239,1126,Healy Height
403,"3203 SW 2nd Ave, Portland, OR 97239",999999,97239,2977,Healy Height
416,"2768 SW Fairmount Blvd, Portland, OR 97239",1040000,97239,3196,Healy Height
438,"841 S Gaines St Unit 1610, Portland, OR 97239",999000,97239,1668,Healy Height
476,"5630 S Riverside Ln Apt 6, Portland, OR 97239",359900,97239,1170,Healy Height
526,"3105 SW Carolina St, Portland, OR 97239",659000,97239,2100,Healy Height
540,"2549 SW Beaverton Hillsdale Hwy, Portland, OR 97239",249900,97239,956,Healy Height
549,"5703 S Corbett Ave, Portland, OR 97239",535000,97239,1485,Healy Height
558,"5740 S Riverpoint Ln, Portland, OR 97239",849900,97239,1639,Healy Height
776,"3570 S River Pkwy Unit 1001, Portland, OR 97239",939999,97239,1831,Healy Height
780,"731 SW Bancroft Ter, Portland, OR 97239",1299900,97239,3600,Healy Height
816,"2817 SW Hillsboro St, Portland, OR 97239",1475000,97239,3506,Healy Height
884,"3503 SW Gale Ave, Portland, OR 97239",1049000,97239,3050,Healy Height
913,"4280 S Corbett Ave Unit 203, Portland, OR 97239",599900,97239,1493,Healy Height
956,"3505 SW Dosch Rd, Portland, OR 97239",1089000,97239,3147,Healy Height
980,"3534 SW Gale Ave, Portland, OR 97239",2475000,97239,5121,Healy Height
984,"3400 SW Sherwood Pl, Portland, OR 97239",899900,97239,4564,Healy Height
1028,"5858 S Riveridge Ln Apt 17, Portland, OR 97239",364900,97239,1286,Healy Height
1038,"5736 S Riverpoint Ln, Portland, OR 97239",899000,97239,1639,Healy Height
1157,"5250 S Landing Square Dr Unit 22, Portland, OR 97239",1130000,97239,2204,Healy Height
1166,"816 SW Terwilliger Pl, Portland, OR 97239",850000,97239,2508,Healy Height
1187,"841 S Gaines St Unit 1506, Portland, OR 97239",1299000,97239,1894,Healy Height
1251,"5114 SW View Point Ter, Portland, OR 97239",649800,97239,1290,Healy Height
1257,"3601 S River Pkwy Unit 2110, Portland, OR 97239",824900,97239,1831,Healy Height
1266,"6171 SW 18th Dr, Portland, OR 97239",549100,97239,1450,Healy Height
1275,"5914 S Riveridge Ln, Portland, OR 97239",397000,97239,1202,Healy Height
1331,"3425 SW Barbur Blvd Apt 7, Portland, OR 97239",315000,97239,730,Healy Height
1335,"SW Fairmount Blvd, Portland, OR 97239",2450000,97239,3271,Healy Height
1378,"841 S Gaines St Unit 2200, Portland, OR 97239",1500000,97239,2340,Healy Height
1390,"2140 SW Boundary St, Portland, OR 97239",959000,97239,2692,Healy Height
1394,"836 S Curry St Unit 1902, Portland, OR 97239",1890000,97239,3123,Healy Height
1409,"3570 S River Pkwy Unit 1711, Portland, OR 97239",729000,97239,1325,Healy Height
1412,"3135 SW Fairmount Blvd, Portland, OR 97239",2400000,97239,6202,Healy Height
1468,"4327 SW Altadena Ave, Portland, OR 97239",789000,97239,3040,Healy Height
1495,"2200 SW Mitchell St, Portland, OR 97239",995000,97239,3544,Healy Height
1528,"4990 S Landing Dr Unit 302, Portland, OR 97239",369900,97239,1153,Healy Height
1550,"3146 SW Fairmount Blvd, Portland, OR 97239",1076000,97239,5188,Healy Height
1590,"1530 SW Mitchell Ln, Portland, OR 97239",1205000,97239,4001,Healy Height
1596,"4990 S Landing Dr Unit 202, Portland, OR 97239",399900,97239,1015,Healy Height
1603,"1033 SW Gibbs St Unit 203, Portland, OR 97239",339900,97239,905,Healy Height
1606,"4331 SW Washouga Ave, Portland, OR 97239",1199000,97239,3210,Healy Height
1629,"6510 SW Capitol Hwy, Portland, OR 97239",595000,97239,1872,Healy Height
1648,"6014 SW 18th Dr, Portland, OR 97239",1185000,97239,2921,Healy Height
1651,"4721 SW Dosch Park Ln, Portland, OR 97239",1090000,97239,2906,Healy Height
1680,"6005 S Hood Ave, Portland, OR 97239",499000,97239,1555,Healy Height
1815,"6601 SW Parkhill Dr, Portland, OR 97239",643000,97239,1716,Healy Height
1819,"4453 SW Melville Ave, Portland, OR 97239",1695000,97239,4072,Healy Height
1825,"841 S Gaines St Unit 1308, Portland, OR 97239",1799000,97239,2233,Healy Height
1880,"1550 SW Mitchell St, Portland, OR 97239",1175000,97239,3735,Healy Height
1905,"3324 SW Fairmount Blvd, Portland, OR 97239",1199000,97239,4901,Healy Height
1933,"5439 SW View Point Ter, Portland, OR 97239",425000,97239,1596,Healy Height
1942,"3360 SW 10th Ave, Portland, OR 97239",499000,97239,2369,Healy Height
1975,"1933 SW Sunset Blvd, Portland, OR 97239",950000,97239,2761,Healy Height
2009,"1225 SW Curry St, Portland, OR 97239",649000,97239,1510,Healy Height
2048,"3900 SW Dosch Rd, Portland, OR 97239",1795000,97239,3783,Healy Height
2090,"3570 S River Pkwy Unit 2201, Portland, OR 97239",949000,97239,1756,Healy Height
2096,"615 S Nebraska St, Portland, OR 97239",1800000,97239,917,Healy Height
2123,"1625 SW Westwood Ct, Portland, OR 97239",995000,97239,3166,Healy Height
2142,"3601 S River Pkwy Unit 3101, Portland, OR 97239",5999000,97239,5002,Healy Height
2143,"841 S Gaines St Unit 439, Portland, OR 97239",690000,97239,1542,Healy Height
2160,"4922 SW 1st Ave, Portland, OR 97239",475000,97239,1540,Healy Height
2179,"3435 SW 11th Ave, Portland, OR 97239",565000,97239,2018,Healy Height
2207,"4246 S Corbett Ave, Portland, OR 97239",625000,97239,2076,Healy Height
2213,"6254 SW Burlingame Ave Unit A, Portland, OR 97239",1125900,97239,3199,Healy Height
6,"9101 SE Reedway St, Portland, OR 97266",424950,97266,1056,Lents
8,"12004 SE Bush St Apt D, Portland, OR 97266",195000,97266,872,Lents
25,"7418 SE 113th Ave, Portland, OR 97266",499000,97266,2105,Lents
35,"11303 SE Powell Ct, Portland, OR 97266",449000,97266,2058,Lents
44,"8807 SE Knapp St, Portland, OR 97266",399999,97266,1760,Lents
67,"8730 SE Steele St, Portland, OR 97266",439900,97266,1516,Lents
144,"9610 SE Crystal View Dr, Portland, OR 97266",759000,97266,3259,Lents
202,"4518 SE 87th Ave, Portland, OR 97266",375000,97266,1002,Lents
236,"10420 SE Raymond St, Portland, OR 97266",445000,97266,1681,Lents
280,"12134 SE Woodward Pl, Portland, OR 97266",319888,97266,1217,Lents
285,"8710 SE Cora St, Portland, OR 97266",499900,97266,2071,Lents
290,"6029 SE 86th Ave, Portland, OR 97266",375000,97266,1328,Lents
334,"11126 SE Boise St, Portland, OR 97266",278000,97266,620,Lents
368,"11825 SE Brookside Dr, Portland, OR 97266",424900,97266,1186,Lents
392,"9640 SE Ellis St, Portland, OR 97266",379000,97266,1008,Lents
399,"6314 SE 87th Ave, Portland, OR 97266",430000,97266,1358,Lents
400,"6324 SE 87th Ave, Portland, OR 97266",430000,97266,1358,Lents
401,"6320 SE 87th Ave, Portland, OR 97266",430000,97266,1358,Lents
411,"10630 SE Long St, Portland, OR 97266",389900,97266,1021,Lents
422,"10024 SE Taggart St, Portland, OR 97266",340000,97266,1207,Lents
452,"4546 SE 97th Ave, Portland, OR 97266",377500,97266,1782,Lents
466,"6516 SE 92nd Ave, Portland, OR 97266",424000,97266,2016,Lents
487,"6703 SE 86th Ave, Portland, OR 97266",379900,97266,1084,Lents
519,"6324 SE 84th Ave, Portland, OR 97266",385000,97266,884,Lents
551,"4835 SE 113th Ave, Portland, OR 97266",362500,97266,888,Lents
567,"11014 SE Harold St, Portland, OR 97266",410000,97266,1216,Lents
584,"11808 SE Malden Ct, Portland, OR 97266",495000,97266,1500,Lents
595,"12161 SE Knapp Ln, Portland, OR 97266",499500,97266,2605,Lents
615,"7031 SE 84th Ave, Portland, OR 97266",339000,97266,906,Lents
626,"12123 SE Lexington St, Portland, OR 97266",749900,97266,3537,Lents
640,"6310 SE 87th Ave, Portland, OR 97266",430000,97266,1358,Lents
643,"3671 SE 86th Ave, Portland, OR 97266",475000,97266,1155,Lents
683,"11953 SE Powell Blvd, Portland, OR 97266",449999,97266,2663,Lents
725,"11927 SE Boise St, Portland, OR 97266",420000,97266,1152,Lents
754,"5604 SE 104th Ave, Portland, OR 97266",365000,97266,1004,Lents
758,"5520 SE 119th Ave, Portland, OR 97266",359900,97266,768,Lents
800,"2616 SE 109th Ave, Portland, OR 97266",374950,97266,1834,Lents
815,"8515 SE 89th Ave, Portland, OR 97266",424900,97266,1561,Lents
843,"9121 SE Reedway St, Portland, OR 97266",389000,97266,753,Lents
847,"4852 SE 92nd Ave, Portland, OR 97266",260000,97266,1020,Lents
849,"11703 SE Flavel St, Portland, OR 97266",499900,97266,3202,Lents
882,"3106 SE 85th Ave, Portland, OR 97266",315000,97266,1472,Lents
932,"2535 SE 119th Ave Unit 6, Portland, OR 97266",195000,97266,830,Lents
934,"4748 SE 111th Ave, Portland, OR 97266",550000,97266,1960,Lents
1060,"2704 SE 84th Ave, Portland, OR 97266",399500,97266,2970,Lents
1064,"5509 SE 111th Ave, Portland, OR 97266",358000,97266,1040,Lents
1090,"9257 SE Clinton St Unit 401, Portland, OR 97266",210000,97266,760,Lents
1091,"10111 SE Clatsop St, Portland, OR 97266",600000,97266,3045,Lents
1092,"5733 SE 84th Ave, Portland, OR 97266",450000,97266,1978,Lents
1097,"9929 SE Harold St, Portland, OR 97266",299000,97266,960,Lents
1127,"5435 SE 104th Ave, Portland, OR 97266",314000,97266,1170,Lents
1136,"11328 SE Ogden St, Portland, OR 97266",599900,97266,2105,Lents
1179,"11121 SE Flavel St, Portland, OR 97266",775000,97266,4303,Lents
1198,"9268 SE Duke St, Portland, OR 97266",375000,97266,1076,Lents
1225,"8930 SE Rural St, Portland, OR 97266",395000,97266,2324,Lents
1230,"3441 SE 111th Ave Unit 15, Portland, OR 97266",38000,97266,720,Lents
1263,"5430 SE 114th Pl, Portland, OR 97266",345000,97266,1451,Lents
1296,"7709 SE 120th Pl, Portland, OR 97266",899000,97266,4781,Lents
1309,"4778 SE 121st Pl, Portland, OR 97266",340000,97266,1488,Lents
1326,"9922 SE Pardee St, Portland, OR 97266",389900,97266,913,Lents
1355,"6102 SE 89th Ave, Portland, OR 97266",279990,97266,1120,Lents
1369,"11629 SE Flavel St, Portland, OR 97266",649900,97266,3810,Lents
1386,"6527 SE 90th Ave, Portland, OR 97266",369900,97266,720,Lents
1403,"4824 SE 92nd Ave, Portland, OR 97266",998900,97266,1630,Lents
1406,"4832 SE 92nd Ave, Portland, OR 97266",998900,97266,1560,Lents
1413,"2629 SE 112th Ave, Portland, OR 97266",265000,97266,760,Lents
1417,"7014 SE 83rd Ave, Portland, OR 97266",339000,97266,840,Lents
1422,"10734 SE Cora St, Portland, OR 97266",335000,97266,1360,Lents
1438,"6709 SE 115th Pl, Portland, OR 97266",450000,97266,1272,Lents
1494,"7718 SE 114th Ct, Portland, OR 97266",639900,97266,1879,Lents
1514,"8706 SE Woodstock Blvd, Portland, OR 97266",316000,97266,1056,Lents
1546,"4856 SE 99th Ave, Portland, OR 97266",549900,97266,3549,Lents
1628,"5022 SE 97th Ave, Portland, OR 97266",424900,97266,1049,Lents
1638,"5714 SE 88th Ave, Portland, OR 97266",650000,97266,1708,Lents
1654,"8308 SE Kelly St, Portland, OR 97266",399000,97266,1392,Lents
1665,"6536 SE 91st Ave, Portland, OR 97266",395000,97266,1068,Lents
1668,"2705 SE 111th Ave, Portland, OR 97266",395990,97266,1450,Lents
1697,"8814 SE Rural St, Portland, OR 97266",375000,97266,1120,Lents
1724,"11432 SE Long St, Portland, OR 97266",250000,97266,924,Lents
1759,"11221 SE Ogden St, Portland, OR 97266",597000,97266,3880,Lents
1764,"2818 SE 118th Ave, Portland, OR 97266",435000,97266,1528,Lents
1785,"3624 SE 119th Ave, Portland, OR 97266",425000,97266,1240,Lents
1889,"3836 SE 105th Ave, Portland, OR 97266",359000,97266,1017,Lents
1932,"6529 SE 93rd Ave, Portland, OR 97266",419900,97266,1510,Lents
1953,"4631 SE 86th Ave, Portland, OR 97266",369900,97266,720,Lents
1954,"5910 SE 101st Ave, Portland, OR 97266",359900,97266,838,Lents
1976,"2927 SE 98th Ave, Portland, OR 97266",749900,97266,2601,Lents
1978,"8421 SE 92nd Ave, Portland, OR 97266",460000,97266,2145,Lents
1994,"9818 SE Henry St, Portland, OR 97266",300000,97266,1620,Lents
2018,"3115 SE 89th Ave, Portland, OR 97266",326800,97266,1466,Lents
2097,"10026 SE Insley St, Portland, OR 97266",450000,97266,2604,Lents
2128,"3910 SE 112th Ave, Portland, OR 97266",370000,97266,854,Lents
2138,"3035 SE 115th Ave, Portland, OR 97266",519990,97266,1768,Lents
2166,"9229 SE Harney Ct, Portland, OR 97266",530000,97266,5474,Lents
2168,"8318 SE Knapp St, Portland, OR 97266",358000,97266,856,Lents
2171,"10028 SE Ellis St, Portland, OR 97266",225000,97266,528,Lents
2190,"8520 SE 87th Ave, Portland, OR 97266",275000,97266,768,Lents
2193,"8506 SE Tolman St, Portland, OR 97266",415000,97266,1496,Lents
