,Address,Price,Zip Code,size
806,"5705 SE Malden St, Portland, OR 97206",375000,97206,1206
807,"4405 SW Tunnelwood St, Portland, OR 97221",1100000,97221,2975
808,"1500 SW 11th Ave Unit 1504, Portland, OR 97201",779900,97201,1248
809,"10815 SW Berkshire St, Portland, OR 97225",1100000,97225,2550
810,"244 NE Buffalo St, Portland, OR 97211",570000,97211,1764
811,"255 NE 106th Ave, Portland, OR 97220",499000,97220,2150
812,"6522 SE Ramona St, Portland, OR 97206",499900,97206,2867
813,"18535 NE Everett Ct, Portland, OR 97230",374900,97230,1272
814,"4729 SW Humphrey Park Rd, Portland, OR 97221",1450000,97221,4596
815,"8515 SE 89th Ave, Portland, OR 97266",424900,97266,1561
816,"2817 SW Hillsboro St, Portland, OR 97239",1475000,97239,3506
817,"2814 NE Schuyler St, Portland, OR 97212",1099000,97212,2819
818,"922 NW 11th Ave Apt 914, Portland, OR 97209",450000,97209,1025
819,"9193 NW Germantown Rd Unit 23, Portland, OR 97231",375000,97231,2323
820,"4229 N Albina Ave, Portland, OR 97217",499000,97217,2274
821,"8007 SW Mapleleaf St, Portland, OR 97223",399900,97223,1212
822,"2806 NE 12th Ave, Portland, OR 97212",1195000,97212,3196
823,"17520 SE Marie Model St Unit Park, Portland, OR 97236",68800,97236,396
824,"7320 SW Canyon Ln, Portland, OR 97225",699900,97225,3129
825,"1015 NW Ashcreek Ln, Portland, OR 97229",2495000,97229,4956
826,"2808 SW Patton Ln, Portland, OR 97201",2600000,97201,4350
827,"13838 SE Raymond St, Portland, OR 97236",579900,97236,1899
828,"3320 NE 132nd Ave, Portland, OR 97230",549000,97230,2489
829,"10426 NW Brittney Ct, Portland, OR 97229",825000,97229,2980
830,"2021 SW Main St Unit 63, Portland, OR 97205",379000,97205,1026
831,"4157 SE Brooklyn St, Portland, OR 97202",569000,97202,2210
832,"4803 SE Powell Butte Pkwy, Portland, OR 97236",468000,97236,1416
833,"4135 NW Devoto Ln, Portland, OR 97229",1525000,97229,5099
834,"6911 SE Cora St, Portland, OR 97206",394000,97206,1436
835,"3135 NE 77th Ave, Portland, OR 97213",635000,97213,2160
836,"1135 NE Holland St, Portland, OR 97211",439950,97211,936
837,"1761 NE Clackamas St, Portland, OR 97232",325000,97232,1151
838,"3507 SE 10th Ave, Portland, OR 97202",625000,97202,2514
839,"711 SW Caldew Dr, Portland, OR 97219",645000,97219,2226
840,"4815 N Kerby Ave Unit B, Portland, OR 97217",524900,97217,873
841,"6336 NE 33rd Ave Unit A, Portland, OR 97211",615000,97211,1528
842,"137 SE 52nd Ave, Portland, OR 97215",395000,97215,1082
843,"9121 SE Reedway St, Portland, OR 97266",389000,97266,753
844,"1960 SW Vista Ave, Portland, OR 97201",1980000,97201,6526
845,"1721 NE 80th Ave, Portland, OR 97213",474900,97213,1698
846,"1778 NW Larkin Ter Lot 6, Portland, OR 97229",999950,97229,3100
847,"4852 SE 92nd Ave, Portland, OR 97266",260000,97266,1020
848,"6429 N Commercial Ave, Portland, OR 97217",879000,97217,2932
849,"11703 SE Flavel St, Portland, OR 97266",499900,97266,3202
850,"535 NE Stanton St, Portland, OR 97212",580000,97212,2216
851,"6529 SE 58th Ave, Portland, OR 97206",499000,97206,1755
852,"1748 NW Miller Hill Pl, Portland, OR 97229",415000,97229,1501
853,"1001 NW Lovejoy St Unit TH103, Portland, OR 97209",699000,97209,1667
854,"4424 NW Barnes Rd, Portland, OR 97210",350000,97210,1040
855,"2216 SE Lambert St, Portland, OR 97202",849000,97202,2705
856,"8150 SE 138th Dr, Portland, OR 97236",675000,97236,3202
857,"6206 SE 77th Ave Unit A, Portland, OR 97206",329900,97206,702
858,"5035 NE Simpson St, Portland, OR 97218",599900,97218,2168
859,"8601 NE Pacific St, Portland, OR 97220",539900,97220,1628
860,"5325 NE 74th Ave, Portland, OR 97218",388000,97218,1098
861,"3036 SE Cesar E Chavez Blvd, Portland, OR 97202",474899,97202,1633
862,"815 SE Clatsop St, Portland, OR 97202",660000,97202,2496
863,"2530 SE 26th Ave Apt 306, Portland, OR 97202",719900,97202,1422
864,"6022 NE 45th Ave, Portland, OR 97218",874000,97218,3216
865,"4715 NE 18th Ave, Portland, OR 97211",779000,97211,2576
866,"8004 N Haven Ave, Portland, OR 97203",449900,97203,1100
867,"1125 NE Lenore St, Portland, OR 97211",769000,97211,2098
868,"14323 SE Bush St, Portland, OR 97236",365000,97236,1200
869,"843 SW Broadway Dr Apt 61, Portland, OR 97201",300000,97201,1054
870,"12586 NW Majestic Sequoia Way, Portland, OR 97229",2285000,97229,5025
871,"3825 SW Jerald Ct, Portland, OR 97221",1995000,97221,4740
872,"3302 SW Marigold St, Portland, OR 97219",569000,97219,2240
873,"4112 SW Greenhills Way, Portland, OR 97221",3725000,97221,4921
874,"9715 N Edison St, Portland, OR 97203",429000,97203,1104
875,"1610 NE 138th Pl, Portland, OR 97230",499000,97230,1804
876,"3830 SE 68th Ave, Portland, OR 97206",425000,97206,1107
877,"150 N Buffalo St, Portland, OR 97217",535000,97217,1370
878,"9131 N Westanna Ct, Portland, OR 97203",550000,97203,1350
879,"15808 NE Sacramento St, Portland, OR 97230",415000,97230,1014
880,"4030 SE 73rd Ave, Portland, OR 97206",359000,97206,1420
881,"3917 SE Tibbetts St, Portland, OR 97202",449999,97202,1348
882,"3106 SE 85th Ave, Portland, OR 97266",315000,97266,1472
883,"23586 NW St Helens Rd Unit U76, Portland, OR 97231",380000,97231,1012
884,"3503 SW Gale Ave, Portland, OR 97239",1049000,97239,3050
885,"4211 NE 134th Ave, Portland, OR 97230",329000,97230,1008
886,"1723 NE 125th Ave, Portland, OR 97230",359900,97230,1268
887,"2756 SW Montgomery Dr, Portland, OR 97201",995000,97201,2883
888,"1404 SE 148th Ave, Portland, OR 97233",365000,97233,1506
889,"1075 NW Northrup St Unit 2217, Portland, OR 97209",1825000,97209,1681
890,"9004 N Oswego Ave, Portland, OR 97203",419000,97203,1136
891,"9220 SE Salmon St, Portland, OR 97216",575000,97216,2695
892,"3015 SE 169th Ave, Portland, OR 97236",483000,97236,2401
893,"9232 SW 5th Ave, Portland, OR 97219",659950,97219,2370
894,"4941 SE 74th Ave, Portland, OR 97206",439000,97206,1888
895,"11737 NE Thompson St, Portland, OR 97220",449900,97220,1682
896,"3261 NE 88th Ave, Portland, OR 97220",389900,97220,906
897,"2527 NW Marsden Pl, Portland, OR 97229",749900,97229,2649
898,"8325 N Bliss St, Portland, OR 97203",415000,97203,944
899,"2720 SE 49th Ave, Portland, OR 97206",725000,97206,2146
900,"3813 SE 67th Ave, Portland, OR 97206",550000,97206,2031
901,"1310 NW Naito Pkwy Unit 808, Portland, OR 97209",699000,97209,1607
902,"10666 S Hedlund Ave, Portland, OR 97219",799000,97219,1850
903,"7226 N Greenwich Ave, Portland, OR 97217",529000,97217,2015
904,"2828 SE 59th Ave, Portland, OR 97206",485000,97206,1655
905,"4226 NE Hoyt St, Portland, OR 97213",639000,97213,2100
906,"2725 SE 22nd Ave, Portland, OR 97202",680000,97202,1467
907,"6306 SE 44th Ave, Portland, OR 97206",850000,97206,2755
908,"6560 NE Durham Ave, Portland, OR 97211",655000,97211,1955
909,"5428 SE Washington St, Portland, OR 97215",774900,97215,2438
910,"1742 NE 60th Ave, Portland, OR 97213",850000,97213,3040
911,"3340 SW 98th Ave, Portland, OR 97225",949000,97225,2622
912,"5890 SW Salmon St, Portland, OR 97221",1299900,97221,2880
913,"4280 S Corbett Ave Unit 203, Portland, OR 97239",599900,97239,1493
914,"82 NE 188th Ave, Portland, OR 97230",499950,97230,2008
915,"3529 SE 136th Ave, Portland, OR 97236",630000,97236,2695
916,"2327 NW Northrup St Apt 7, Portland, OR 97210",1095000,97210,2972
917,"SW Miles Ct, Portland, OR 97219",999900,97219,2737
918,"3365 SE Clinton St, Portland, OR 97202",685000,97202,2916
919,"2955 SW Fairview Blvd, Portland, OR 97205",1499000,97205,3000
920,"246 NW 110th Ave, Portland, OR 97229",1025000,97229,3206
921,"601 NE 74th Ave, Portland, OR 97213",449900,97213,1525
922,"2533 NW Marshall St Apt 104, Portland, OR 97210",329000,97210,752
923,"6227 N Wilbur Ave, Portland, OR 97217",869000,97217,3474
924,"2931 NW Verde Vista Ter, Portland, OR 97210",1529000,97210,2779
925,"3119 N Kilpatrick St, Portland, OR 97217",529900,97217,1846
926,"2905 SW Comus St, Portland, OR 97219",998000,97219,3355
927,"4915 NE Cleveland Ave, Portland, OR 97211",449900,97211,1518
928,"4803 SE 33rd Pl, Portland, OR 97202",724900,97202,2292
929,"6881 SE Alberta Ave, Portland, OR 97206",409999,97206,966
930,"8907 NE Fremont St, Portland, OR 97220",399000,97220,888
931,"1834 NE Prescott St, Portland, OR 97211",639900,97211,2740
932,"2535 SE 119th Ave Unit 6, Portland, OR 97266",195000,97266,830
933,"7014 N Wellesley Ave, Portland, OR 97203",599000,97203,2322
934,"4748 SE 111th Ave, Portland, OR 97266",550000,97266,1960
935,"18659 NE Multnomah Ter, Portland, OR 97230",449950,97230,1720
936,"9333 N Lombard St Apt 9, Portland, OR 97203",239999,97203,717
937,"1465 NE Going St, Portland, OR 97211",895000,97211,2798
938,"528 NE Roselawn St, Portland, OR 97211",435000,97211,1748
939,"707 N Hayden Island Dr Unit 203, Portland, OR 97217",499000,97217,1798
940,"2224 SE 158th Ave, Portland, OR 97233",430000,97233,1638
941,"8530 E Burnside St, Portland, OR 97216",429900,97216,2379
942,"9053 NE Halsey St, Portland, OR 97220",549000,97220,2721
943,"2738 SE 138th Ave Apt 118, Portland, OR 97236",209000,97236,814
944,"2446 SE 76th Ave Unit 1, Portland, OR 97206",400000,97206,1603
945,"4118 SE 76th Ave, Portland, OR 97206",425000,97206,1056
946,"7106 N Armour St, Portland, OR 97203",460000,97203,992
947,"12642 SE Foster Rd Apt A, Portland, OR 97236",314900,97236,1330
948,"3834 NE 145th Ave, Portland, OR 97230",438800,97230,1842
949,"1612 NE Saratoga St, Portland, OR 97211",599900,97211,2027
950,"7735 N Edison St, Portland, OR 97203",600000,97203,1959
951,"2659 NW Kennedy Ct, Portland, OR 97229",479900,97229,1680
952,"1550 N Sumner St, Portland, OR 97217",799900,97217,2348
953,"7720 S Macadam Ave, Portland, OR 97219",874500,97219,1860
954,"2009 NE 91st Ave, Portland, OR 97220",469900,97220,1428
955,"7835 N Wabash Ave, Portland, OR 97217",499900,97217,1815
956,"3505 SW Dosch Rd, Portland, OR 97239",1089000,97239,3147
957,"1525 SE Madison St, Portland, OR 97214",749000,97214,3940
958,"3548 SE Brooklyn St, Portland, OR 97202",549900,97202,1726
959,"4703 N Colonial Ave, Portland, OR 97217",410000,97217,1800
960,"5724 NE Milton St, Portland, OR 97213",625000,97213,3532
961,"5149 NE Davis St, Portland, OR 97213",639000,97213,1836
962,"5322 NE 11th Ave, Portland, OR 97211",434000,97211,961
963,"1503 SW Hall St Unit A, Portland, OR 97201",380000,97201,1245
964,"2139 SE Tibbetts St, Portland, OR 97202",950000,97202,2680
965,"416 NW 13th Ave Apt 404, Portland, OR 97209",1250000,97209,2056
966,"16136 NW Fescue Ct, Portland, OR 97229",449900,97229,1480
967,"1265 S Military Rd, Portland, OR 97219",1995000,97219,5355
968,"8410 SW 45th Ave, Portland, OR 97219",499900,97219,2361
969,"7639 N Brandon Ave, Portland, OR 97217",599000,97217,2136
970,"11615 NE Clackamas St, Portland, OR 97220",499999,97220,1612
971,"937 NW Glisan St Unit 1431, Portland, OR 97209",849900,97209,1498
972,"1620 NE Broadway St Unit 230, Portland, OR 97232",620000,97232,1299
973,"510 NE 80th Ave, Portland, OR 97213",599000,97213,2474
974,"6224 NE Willow St, Portland, OR 97213",394800,97213,984
975,"4219 SE 25th Ave, Portland, OR 97202",456000,97202,888
976,"3147 NE 32nd Ave, Portland, OR 97212",599900,97212,2040
977,"18557 NE Davis St, Portland, OR 97230",425000,97230,1512
978,"3707 SW Cullen Blvd, Portland, OR 97221",829000,97221,3583
979,"2935 NE 54th Ave, Portland, OR 97213",599000,97213,1282
980,"3534 SW Gale Ave, Portland, OR 97239",2475000,97239,5121
981,"1215 SW Kari Ln, Portland, OR 97219",950000,97219,3112
982,"1221 SW 10th Ave Unit 601, Portland, OR 97205",1074900,97205,2060
983,"2212 NW Crestview Way, Portland, OR 97229",1495000,97229,4171
984,"3400 SW Sherwood Pl, Portland, OR 97239",899900,97239,4564
985,"4135 SE 65th Ave, Portland, OR 97206",559000,97206,2212
986,"2621 N Sumner St, Portland, OR 97217",750000,97217,2001
987,"2846 NW Fairfax Ter, Portland, OR 97210",2995000,97210,6136
988,"9810 SW Melnore St, Portland, OR 97225",1395000,97225,3112
989,"7280 SW 92nd Ave, Portland, OR 97223",560000,97223,1110
990,"7002 SE Woodward St, Portland, OR 97206",675000,97206,2546
991,"16739 NW Stalder Ln, Portland, OR 97229",825000,97229,2266
992,"7421 S Miles Pl, Portland, OR 97219",562500,97219,1250
993,"821 NW 11th Ave Apt 105, Portland, OR 97209",799000,97209,1425
994,"7700 SW Barnes Rd Unit D, Portland, OR 97225",249900,97225,800
995,"8825 NE Everett St, Portland, OR 97220",575000,97220,2842
996,"2309 SW 1st Ave Apt 343, Portland, OR 97201",396000,97201,1332
997,"15815 SE Nehalem St, Portland, OR 97236",699900,97236,2736
998,"547 NE Royal Ct, Portland, OR 97232",819000,97232,2793
999,"18125 SE Stephens St, Portland, OR 97233",359900,97233,1064
1000,"7816 SE 60th Ave, Portland, OR 97206",497900,97206,1545
1001,"131 N Russet St, Portland, OR 97217",549990,97217,2496
1002,"2393 SW Park Pl Unit 302, Portland, OR 97205",489000,97205,1155
1003,"8035 N Lombard Way, Portland, OR 97203",599950,97203,2266
1004,"4037 NE 8th Ave, Portland, OR 97212",599000,97212,1950
1005,"922 NW 11th Ave Apt 915, Portland, OR 97209",949000,97209,1734
1006,"5506 NE Ainsworth St, Portland, OR 97218",675000,97218,2160
1007,"4780 NW Malhuer Ave, Portland, OR 97229",850000,97229,2177
1008,"101 NE 125th Ave, Portland, OR 97230",420000,97230,1226
1009,"7627 SE 32nd Ave, Portland, OR 97202",1275000,97202,3641
1010,"4925 SW Humphrey Park Cres, Portland, OR 97221",1295000,97221,4203
1011,"2933 SW Miles St, Portland, OR 97219",350000,97219,927
1012,"1926 SE 21st Ave, Portland, OR 97214",579000,97214,1279
1013,"6849 N Newcastle Ave, Portland, OR 97217",449997,97217,1694
1014,"18504 NE Davis St, Portland, OR 97230",349000,97230,1184
1015,"4669 NE Simpson St, Portland, OR 97218",750000,97218,2155
1016,"7734 SE 66th Pl, Portland, OR 97206",299000,97206,868
1017,"17387 NW Anita St, Portland, OR 97229",928310,97229,3046
1018,"8240 N Montana Ave, Portland, OR 97217",649900,97217,2372
1019,"11605 NE Fargo St, Portland, OR 97220",394900,97220,1391
1020,"325 NE 114th Ave, Portland, OR 97220",499000,97220,2474
1021,"18335 NE Couch St, Portland, OR 97230",489900,97230,1778
1022,"6306 SE 52nd Ave, Portland, OR 97206",599950,97206,2327
1023,"3022 SW Carson St, Portland, OR 97219",307500,97219,1014
1024,"2211 SW 1st Ave Unit 1303, Portland, OR 97201",339000,97201,1268
1025,"8400 SE Buford Ln, Portland, OR 97236",799990,97236,4327
1026,"4830 SE Stark St Apt 5, Portland, OR 97215",325000,97215,821
1027,"2525 NE 42nd Ave, Portland, OR 97213",889000,97213,2437
1028,"5858 S Riveridge Ln Apt 17, Portland, OR 97239",364900,97239,1286
1029,"1223 NW 19th Ave, Portland, OR 97209",875000,97209,1500
1030,"3503 SE 73rd Ave, Portland, OR 97206",369900,97206,1402
1031,"8634 NE Milton St, Portland, OR 97220",435000,97220,1222
1032,"1775 SW 87th Ave, Portland, OR 97225",924900,97225,4090
1033,"15865 NW Gooderham St Unit L95, Portland, OR 97229",1270995,97229,3581
1034,"1431 SE 135th Ave, Portland, OR 97233",399900,97233,1052
1035,"13170 NW Helen Ln, Portland, OR 97229",1095000,97229,3033
1036,"2630 N Hayden Island Dr Slip 1, Portland, OR 97217",825000,97217,2428
1037,"1677 N Jantzen Ave, Portland, OR 97217",599000,97217,1628
1038,"5736 S Riverpoint Ln, Portland, OR 97239",899000,97239,1639
1039,"260 SE Spokane St, Portland, OR 97202",950000,97202,2591
1040,"205 NE 156th Ave, Portland, OR 97230",399000,97230,1014
1041,"1661 S Radcliffe Rd, Portland, OR 97219",1995000,97219,5414
1042,"2638 SE Lincoln St, Portland, OR 97214",975000,97214,2964
1043,"311 NE 56th Ave, Portland, OR 97213",450000,97213,1329
1044,"324 NE 184th Pl, Portland, OR 97230",425000,97230,1292
1045,"15907 SE Brooklyn St, Portland, OR 97236",375000,97236,924
1046,"5609 NW Primino Ave, Portland, OR 97229",975000,97229,3600
1047,"9271 SW 7th Ave, Portland, OR 97219",569000,97219,2320
1048,"2623 NE 132nd Ave, Portland, OR 97230",499900,97230,1832
1049,"1235 N Morgan St, Portland, OR 97217",405000,97217,1039
1050,"3605 NW 147th Pl, Portland, OR 97229",925000,97229,2051
1051,"2632 SW Sherwood Dr, Portland, OR 97201",749000,97201,1563
1052,"NE 108th Ave, Portland, OR 97220",249000,97220,2696
1053,"406 N Hayden Island Dr, Portland, OR 97217",244000,97217,1184
1054,"2820 SE 157th Ave, Portland, OR 97236",499900,97236,1791
1055,"425 N Marine Dr, Portland, OR 97217",415000,97217,744
1056,"9326 N Smith St, Portland, OR 97203",540000,97203,1816
1057,"17269 NW Crosshaven St, Portland, OR 97229",599900,97229,2000
1058,"3323 SE 28th Pl, Portland, OR 97202",659900,97202,1950
1059,"719 NE Church St, Portland, OR 97211",425000,97211,1280
1060,"2704 SE 84th Ave, Portland, OR 97266",399500,97266,2970
1061,"3577 SE Woodward St, Portland, OR 97202",699000,97202,2107
1062,"7008 NE 27th Ave, Portland, OR 97211",695000,97211,2308
1063,"3908 SE Steele St, Portland, OR 97202",650000,97202,2608
1064,"5509 SE 111th Ave, Portland, OR 97266",358000,97266,1040
1065,"3639 NE Rodney Ave, Portland, OR 97212",799000,97212,2448
1066,"3644 SW 60th Pl, Portland, OR 97221",1674990,97221,4975
1067,"8027 SE 52nd Ave, Portland, OR 97206",420000,97206,1452
1068,"5325 NE 60th Ave, Portland, OR 97218",475000,97218,1949
1069,"11821 SE Ash St, Portland, OR 97216",450000,97216,1638
1070,"2935 NE 57th Ave, Portland, OR 97213",549990,97213,2904
1071,"610 S Nevada St Apt F, Portland, OR 97219",429000,97219,1368
1072,"1417 SW Highland Pkwy, Portland, OR 97221",1295000,97221,4094
1073,"7444 N Fiske Ave, Portland, OR 97203",725000,97203,2856
1074,"2825 NE 18th Ave, Portland, OR 97212",825000,97212,2996
1075,"1414 SW 3rd Ave Apt 2202, Portland, OR 97201",850000,97201,2102
1076,"7033 N Greenwich Ave, Portland, OR 97217",365400,97217,1359
1077,"1225 SE Oak St, Portland, OR 97214",649900,97214,2145
1078,"6323 SE Dunbar Dr, Portland, OR 97236",599000,97236,2215
1079,"19232 NE Hassalo St, Portland, OR 97230",415000,97230,1092
1080,"9128 N Hudson St, Portland, OR 97203",425000,97203,1545
1081,"4650 NE 70th Ave, Portland, OR 97218",450000,97218,1440
1082,"2608 N Hunt St, Portland, OR 97217",465000,97217,1240
1083,"5610 SE Steele St, Portland, OR 97206",475000,97206,1459
1084,"7359 NW Imogene Ter, Portland, OR 97229",999977,97229,2870
1085,"7353 NW Oakfern Dr, Portland, OR 97229",1187915,97229,3482
1086,"1787 N Ainsworth St, Portland, OR 97217",769000,97217,2269
1087,"5880 SW 67th Pl, Portland, OR 97225",969950,97225,2855
1088,"3544 NE 134th Ave, Portland, OR 97230",474900,97230,1738
1089,"2300 SE 82nd Ave Unit 3, Portland, OR 97216",65900,97216,520
1090,"9257 SE Clinton St Unit 401, Portland, OR 97266",210000,97266,760
1091,"10111 SE Clatsop St, Portland, OR 97266",600000,97266,3045
1092,"5733 SE 84th Ave, Portland, OR 97266",450000,97266,1978
1093,"4634 SE 34th Ave, Portland, OR 97202",495000,97202,2000
1094,"4326 SE Ivon St, Portland, OR 97206",499900,97206,1862
1095,"7049 SE Taggart St, Portland, OR 97206",437500,97206,870
1096,"5222 SE Center St, Portland, OR 97206",600000,97206,2848
1097,"9929 SE Harold St, Portland, OR 97266",299000,97266,960
1098,"4631 SE 75th Ave, Portland, OR 97206",424000,97206,1390
1099,"2229 NE Thompson St, Portland, OR 97212",2750000,97212,5721
1100,"2310 NE 158th Ave, Portland, OR 97230",399900,97230,1025
1101,"3536 NE 67th Ave, Portland, OR 97213",449000,97213,1311
1102,"6519 SE 140th Ave, Portland, OR 97236",350000,97236,888
1103,"1001 NW Lovejoy St Unit 809, Portland, OR 97209",725000,97209,1252
1104,"6792 SW Florence Ln, Portland, OR 97223",979900,97223,3474
1105,"2034 NE Bryant St, Portland, OR 97211",675000,97211,2729
1106,"950 NE Hazelfern Pl, Portland, OR 97232",855000,97232,2936
1107,"10029 SW 52nd Ave, Portland, OR 97219",499000,97219,1454
1108,"8454 N Seward Ave, Portland, OR 97217",539900,97217,1545
1109,"3439 SW Dickinson St, Portland, OR 97219",699900,97219,3193
1110,"17179 NE Flanders Way, Portland, OR 97230",369000,97230,1456
1111,"2536 NE 10th Ave, Portland, OR 97212",949900,97212,3253
1112,"4531 SE Lincoln St, Portland, OR 97215",425000,97215,1318
1113,"2506 N Willamette Blvd, Portland, OR 97217",719900,97217,2861
1114,"1510 S Carey Ln, Portland, OR 97219",895000,97219,1642
1115,"11083 SW Celeste Ln, Portland, OR 97225",469900,97225,1663
1116,"9125 SE Alder St, Portland, OR 97216",389900,97216,804
1117,"2836 SE 47th Ave, Portland, OR 97206",429900,97206,1482
1118,"1915 SE 94th Ave, Portland, OR 97216",429900,97216,1548
1119,"15126 NW Cosmos St, Portland, OR 97229",549900,97229,1540
1120,"1995 N Jantzen Ave, Portland, OR 97217",224000,97217,1516
1121,"7528 SE 36th Ave, Portland, OR 97202",690000,97202,1744
1122,"835 NE 90th Ave, Portland, OR 97220",279000,97220,1250
1123,"4505 SE Powell Butte Pkwy, Portland, OR 97236",479900,97236,1487
1124,"8707 N Crawford St, Portland, OR 97203",375000,97203,1216
1125,"8108 SE Rhine St, Portland, OR 97206",329900,97206,980
1126,"6614 N Missouri Ave, Portland, OR 97217",450000,97217,2164
1127,"5435 SE 104th Ave, Portland, OR 97266",314000,97266,1170
1128,"855 SW Broadway Dr Apt 22, Portland, OR 97201",259900,97201,861
1129,"3025 SE 162nd Ave, Portland, OR 97236",375000,97236,1717
1130,"7605 N Denver Ave, Portland, OR 97217",325000,97217,2188
1131,"9233 SE Harrison St, Portland, OR 97216",470000,97216,1848
1132,"2639 N Sumner St, Portland, OR 97217",539000,97217,2646
1133,"2223 SE 89th Ave, Portland, OR 97216",365000,97216,1480
1134,"2631 N Sumner St, Portland, OR 97217",539000,97217,2415
1135,"10920 SE Clay St, Portland, OR 97216",599900,97216,2722
1136,"11328 SE Ogden St, Portland, OR 97266",599900,97266,2105
1137,"16653 NE Halsey St, Portland, OR 97230",319500,97230,990
1138,"9626 SW 50th Ave, Portland, OR 97219",409000,97219,960
1139,"1903 NE 125th Ave, Portland, OR 97230",405000,97230,1008
1140,"9326 SW 51st Ave, Portland, OR 97219",499000,97219,1364
1141,"2743 NE 29th Ave, Portland, OR 97212",1150000,97212,3325
1142,"17155 SE Taylor St, Portland, OR 97233",435000,97233,1254
1143,"2006 NE Liberty St, Portland, OR 97211",599900,97211,2096
1144,"365 NE 72nd Ave, Portland, OR 97213",699999,97213,1952
1145,"8102 N Dana Ave, Portland, OR 97203",389900,97203,848
1146,"2630 N Hayden Island Dr Slip 12, Portland, OR 97217",630000,97217,1407
1147,"1310 NW Naito Pkwy Unit 101A, Portland, OR 97209",643400,97209,1595
1148,"3435 SW 44th Ave, Portland, OR 97221",1149900,97221,4000
1149,"4695 NW Kahneeta Dr, Portland, OR 97229",529900,97229,1450
1150,"1550 N Webster St, Portland, OR 97217",649000,97217,1544
1151,"826 NE Ainsworth St, Portland, OR 97211",598750,97211,2111
1152,"6 NE 74th Ave, Portland, OR 97213",625000,97213,1792
1153,"7128 N Curtis Ave, Portland, OR 97217",730000,97217,1890
1154,"6071 SE Lexington St, Portland, OR 97206",499950,97206,1696
1155,"311 NW 12th Ave Unit 505, Portland, OR 97209",850000,97209,1663
1156,"4417 SW Vacuna St, Portland, OR 97219",649900,97219,1788
1157,"5250 S Landing Square Dr Unit 22, Portland, OR 97239",1130000,97239,2204
1158,"3910 NE Killingsworth St, Portland, OR 97211",399900,97211,876
1159,"5414 NW 146th Ave, Portland, OR 97229",799900,97229,2025
1160,"3636 NW Tustin Ranch Dr, Portland, OR 97229",739900,97229,2547
1161,"1136 SE Sherrett St, Portland, OR 97202",975757,97202,2598
1162,"7352 NW Catapla St, Portland, OR 97229",1064855,97229,3069
1163,"15982 NW Rossetta St, Portland, OR 97229",875000,97229,3082
1164,"4233 SE Malden St, Portland, OR 97206",499000,97206,1736
1165,"11440 SW Lynnvale Dr, Portland, OR 97225",599000,97225,2309
1166,"816 SW Terwilliger Pl, Portland, OR 97239",850000,97239,2508
1167,"3702 SE 32nd Ave, Portland, OR 97202",520000,97202,2368
1168,"2411 NW Mill Pond Rd, Portland, OR 97229",938000,97229,3609
1169,"5745 NE Failing St, Portland, OR 97213",474900,97213,1850
1170,"17364 NW Twinberry Ln, Portland, OR 97229",910630,97229,2793
1171,"1924 SE 150th Ave, Portland, OR 97233",400000,97233,1684
1172,"8027 SE Taylor St, Portland, OR 97215",575000,97215,2261
1173,"10334 SW 43rd Ave, Portland, OR 97219",450000,97219,1221
1174,"2911 SW Dickinson St, Portland, OR 97219",550000,97219,1493
1175,"202 SE 195th Ave, Portland, OR 97233",374900,97233,1128
1176,"10939 SW 37th Ave, Portland, OR 97219",535000,97219,1104
1177,"6623 NE Garfield Ave, Portland, OR 97211",769999,97211,2241
1178,"4018 SW Westdale Dr, Portland, OR 97221",1149000,97221,3278
1179,"11121 SE Flavel St, Portland, OR 97266",775000,97266,4303
1180,"11531 SE Washington St, Portland, OR 97216",369900,97216,960
1181,"5170 NW Neakahnie Ave Apt 4, Portland, OR 97229",260000,97229,742
1182,"8437 N Bliss St, Portland, OR 97203",375000,97203,944
1183,"1844 SE 12th Ave, Portland, OR 97214",1299000,97214,3971
1184,"3439 NE 78th Ave, Portland, OR 97213",485000,97213,1504
1185,"7375 SW Ashdale Dr, Portland, OR 97223",650000,97223,1929
1186,"8640 SW 21st Ave, Portland, OR 97219",445000,97219,2238
1187,"841 S Gaines St Unit 1506, Portland, OR 97239",1299000,97239,1894
1188,"2246 SE 139th Ave, Portland, OR 97233",419900,97233,1233
1189,"2125 NW 33rd Ave, Portland, OR 97210",650000,97210,2654
1190,"1407 NE 69th Ave, Portland, OR 97213",445000,97213,1877
1191,"13334 NW Hartford St, Portland, OR 97229",800000,97229,2441
1192,"4207 SE Henderson St, Portland, OR 97206",695000,97206,1878
1193,"4650 NW 126th Pl, Portland, OR 97229",825000,97229,2956
1194,"1616 S Harbor Way Unit 604, Portland, OR 97201",675000,97201,1536
1195,"1556 SE Lexington St, Portland, OR 97202",840000,97202,2996
1196,"6415 SE Tibbetts St, Portland, OR 97206",489500,97206,1416
1197,"4735 SW Beaverton Hillsdale Hwy, Portland, OR 97221",475000,97221,2352
1198,"9268 SE Duke St, Portland, OR 97266",375000,97266,1076
1199,"2328 NW Glisan St Apt 3, Portland, OR 97210",435000,97210,1052
1200,"16712 NW Waterford Way, Portland, OR 97229",739900,97229,2378
1201,"4621 SE 134th Ave Unit 114, Portland, OR 97236",139500,97236,1248
1202,"10136 NW Skyline Heights Dr, Portland, OR 97229",929000,97229,2684
1203,"17416 NW Twinberry Ln, Portland, OR 97229",909160,97229,3055
